zpid,rooms,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount
17094444,6,2,3,2,1350,7548,34281330,-119163381,1974,86055
17094690,0,0,0,,1140,4509,34277100,-119164000,1984,253000
17094790,6,2,2,2,1274,4643,34279684,-119168741,1987,323978
17095833,7,2.5,4,2,2170,9103,34296168,-119153520,1994,333244
17096600,5,2,3,2,1433,5275,34338452,-119092803,1989,344774
17096764,5,2,2,2,1380,7824,34338730,-119084213,1959,56124
17097242,5,2,3,2,1331,8450,34360608,-119065780,1954,51273
17097342,6,1,2,1,1372,5820,34361422,-119063209,1930,122445
17098189,7,2,4,2,1492,6830,34376362,-119064108,1963,258906
17098427,7,2,3,2,2136,13045,34369474,-119057018,1961,396427
17098496,7,2,4,2,1895,10000,34368347,-119056979,1963,373097
17098688,0,0,0,,1936,6250,34363223,-119054804,1961,84840
17098963,5,2,3,2,1146,5885,34360139,-119055706,1984,94582
17099221,4,1,2,1,768,2730,34354462,-119055994,1973,185197
17099433,5,1,3,1,840,7417,34351569,-119055324,1936,161373
17100192,8,2,4,2,1877,8409,34351086,-119089884,1966,455520
17100268,6,2,3,2,1381,4121,34343735,-119080682,1986,234634
17100444,5,2,3,2,1101,6569,34340801,-119079610,1956,47853
17100490,8,2,4,2,1184,6850,34340074,-119080702,1954,47974
17100559,5,2,3,2,1197,5196,34341907,-119079090,1993,225477
17100805,7,2,4,2,1500,6189,34348239,-119087780,1976,364300
17101256,6,2,4,2,1558,7594,34353550,-119070604,1926,274013
17101279,0,0,0,,1978,8610,34353334,-119068130,,350000
17101581,6,1,3,1,1319,4900,34354305,-119060131,1890,113006
17101840,0,0,0,,1300,5000,34350637,-119062900,,244812
17101878,2,0,0,,2226,5000,34350504,-119059027,,420000
17102211,7,2,4,2,1547,6780,34338062,-119078314,1956,217716
17102429,5,1.5,2,1,1554,7400,34354313,-119076405,1965,62914
17102621,5,2,3,2,1202,6059,34351625,-119075146,1961,73752
17102697,5,2.5,3,2,1541,3762,34348435,-119071334,1987,182140
17102811,6,1,3,1,1093,6750,34347059,-119072673,1950,41726
17104267,7,2.5,3,2,2256,22020,34246429,-119075276,1961,164110
17104359,9,3,5,3,2479,28890,34245975,-119079885,1964,901654
17104528,9,2.5,4,2,2419,20800,34252160,-119065478,1966,177260
17104628,9,3,5,3,4264,20194,34250741,-119061748,1967,843805
17105313,10,4.5,5,4,4002,152896,34284640,-119001951,2001,960894
17105550,9,3,4,3,3207,52172,34271805,-118987939,1991,710970
17105754,10,3.5,5,3,3770,9407,34239497,-119090265,1999,664968
17106426,4,1,2,1,882,2613,34263258,-119221210,1971,140528
17106526,4,1,2,1,882,2613,34263183,-119220623,1971,208000
17106626,4,1,2,1,882,2178,34262643,-119223263,1971,135862
17106726,4,1,2,1,882,2178,34261930,-119220746,1971,208000
17107650,7,2.5,4,2,2071,5611,34276838,-119151907,1993,329861
17107796,8,2.5,4,2,1721,5174,34276926,-119149716,1998,505000
17108119,6,2,4,2,1192,7390,34273394,-119158516,1962,149134
17108219,5,2,3,2,1464,5476,34276144,-119154821,1995,482000
17108342,6,2,2,2,1274,6000,34275276,-119162139,1987,208603
17108365,8,2.5,4,2,1634,6844,34275603,-119161435,1987,304002
17108511,9,3,4,3,2510,7462,34270372,-119164761,1977,174968
17108803,5,2.5,3,2,1319,4067,34272119,-119159405,1994,269752
17108926,6,2.5,4,2,1469,3420,34270722,-119157866,1995,388000
17109097,0,2,3,2,1110,1755,34262068,-119175094,1965,225540
17109335,6,2.5,3,2,1484,4791,34260236,-119175506,1980,343000
17109581,7,2,3,2,1660,6700,34267596,-119166862,1984,323978
17109604,8,2.5,4,2,2415,6326,34266578,-119165392,1984,554000
17109704,6,2,4,2,1430,6752,34267272,-119179853,1964,263019
17109927,6,2,4,2,1618,6043,34259682,-119191842,1966,467000
17110080,6,2,3,2,1388,6334,34259438,-119188044,1973,88733
17110449,5,1.5,3,1,1182,1527,34263919,-119194216,1976,103605
17110572,5,1.5,3,1,1224,1545,34262439,-119192525,1976,206968
17110887,7,2.5,4,2,1858,6420,34256165,-119189369,1980,223653
17113479,6,2,4,2,1430,6600,34268942,-119175585,1964,58046
17114039,4,2,2,2,1047,6000,34254579,-119202962,1985,234776
17114162,5,2,3,2,1272,8784,34257288,-119196044,1958,194654
17114793,5,2,3,2,1284,6200,34261743,-119208051,1963,427000
17115116,8,2.5,5,2,1768,6210,34259451,-119202495,1965,84703
17115392,5,2,3,2,1057,2178,34263041,-119197898,1978,151213
17115515,5,2.5,3,2,1333,2178,34261519,-119197562,1978,315000
17115684,6,2,3,2,1449,3682,34263757,-119209161,1976,270053
17116687,5,2,3,2,1135,,34262138,-119217562,1974,99282
17116787,5,2,3,2,1135,,34261168,-119216673,1974,109732
17117469,8,2,4,2,1733,6309,34225441,-119193245,1961,187529
17117960,6,2,4,2,1278,7404,34224679,-119185905,1974,144064
17118074,6,2,3,2,1431,4791,34227471,-119184914,1975,313311
17118374,7,2.5,4,2,2032,6534,34228579,-119190256,1978,173640
17118666,9,3,5,3,2723,6760,34233843,-119184921,1989,560240
17118689,8,2,4,2,2055,6747,34234911,-119184371,1991,382535
17118812,4,2,2,2,1362,,34221375,-119178578,1990,225540
17118881,7,2,3,2,1849,4000,34230394,-119191522,1999,314724
17119334,9,3,5,3,3088,9960,34229702,-119187831,1998,395089
17119357,9,3,5,3,2384,10996,34234521,-119187105,1996,345524
17119503,8,2.5,4,2,1721,7452,34223171,-119183420,1987,413768
17119701,6,1,3,1,1216,7200,34226665,-119172035,1952,362000
17119747,6,1.5,3,1,1348,6420,34225609,-119174151,1955,45794
17119993,6,2,3,2,1166,6016,34220183,-119164128,1962,250822
17120193,6,2,4,2,1308,6016,34223133,-119162181,1962,57184
17120316,7,4,4,4,1597,9352,34227083,-119166746,1973,102718
17121025,7,2,4,2,1430,6777,34241722,-119157268,1955,132627
17121171,6,2,4,2,1178,6300,34239155,-119154081,1956,308491
17122226,0,0,0,,3488,35000,34230021,-119166311,1955,390000
17122643,3,1,1,1,632,41759,34227135,-119133918,1988,535259
17123393,9,2.5,5,2,2224,7380,34239854,-119049704,1970,322163
17123692,5,2,3,2,1284,20000,34244160,-119041989,1954,506350
17123876,7,2,4,2,1960,7000,34241335,-119033177,1973,84583
17124022,8,3,4,3,2600,9887,34242380,-119033922,1976,650735
17124114,10,3,5,3,2971,8273,34241990,-119038868,1978,594272
17124214,8,3,4,3,2600,9345,34243663,-119034397,1978,212250
17124337,7,2,4,2,1999,8848,34237855,-119038455,1981,237947
17124437,8,2.5,4,2,1928,,34231774,-119089962,1997,244697
17124911,10,4.5,5,4,5265,55321,34232113,-119098828,1998,1463452
17125561,6,2,3,2,2104,9880,34241552,-119030770,1964,504780
17125691,7,2,4,2,2404,17940,34246139,-119027708,1961,271682
17125829,8,2.5,4,2,2882,10000,34240014,-119024793,1980,289609
17126075,4,2,2,2,945,,34245900,-119024000,1997,68925
17126212,5,2,3,2,1980,22327,34248246,-119045209,1976,646000
17126265,6,1.5,2,1,1560,66676,34250788,-119040824,1961,104578
17126991,6,2,3,2,1496,3920,34223829,-119072641,1975,345000
17127280,6,2,3,2,1316,7952,34234795,-119053671,1961,455448
17128017,7,3,4,3,2217,9455,34237927,-119059648,1990,488506
17128728,5,2,3,2,1058,4180,34215717,-118996641,1978,354952
17129139,6,2,3,2,1328,4494,34217515,-118999265,1989,319699
17129305,0,0,0,,1464,4425,34224075,-119011603,1979,138831
17129405,0,0,0,,1536,4245,34224932,-119012897,1978,235590
17130664,6,1.5,3,1,2027,11300,34260199,-118999925,1964,337714
17130809,6,1,4,1,998,4500,34219641,-119035802,1940,21380
17131342,0,0,0,,2040,7500,34215996,-119041025,1977,261709
17132819,5,2,3,2,1344,7200,34223914,-119068543,1957,443000
17132911,6,2,3,2,1772,8059,34226842,-119059815,1978,526000
17133783,6,2,4,2,1386,8751,34231691,-119043718,1961,352292
17133806,6,2,4,2,1386,8240,34231058,-119044833,1961,433216
17133943,7,2,3,2,1864,9100,34228629,-119040515,1965,291122
17134043,6,2,3,2,1528,7944,34229754,-119041686,1964,444166
17134250,6,2,3,2,1500,7100,34232006,-119040508,1968,268540
17134519,7,2,3,2,1809,9951,34223825,-119050921,1969,408126
17134680,5,1.5,3,1,1673,2829,34223028,-119048634,1967,256973
17134703,4,1,1,1,812,2228,34222555,-119048541,1967,190206
17134803,7,2.5,4,2,2377,8312,34227269,-119044108,1967,456121
17134926,8,2.5,5,2,2632,7602,34229816,-119050224,1971,571086
17135310,6,2.5,3,2,1467,1742,34221738,-119047389,1977,211125
17135410,5,2,3,2,1244,2178,34219893,-119045197,1975,283072
17135433,6,2,3,2,1772,7205,34224849,-119044499,1978,412475
17135556,4,2,2,2,1232,3743,34225324,-119039013,1979,177782
17135708,4,2.5,2,2,1370,435,34234783,-119042087,1980,152230
17135846,7,2.5,4,2,2052,7171,34222135,-119043226,1985,544172
17135876,6,2,4,2,1306,6598,34230411,-119026514,1960,433000
17135999,7,2,3,2,1216,6344,34227500,-119025831,1960,53932
17136099,8,2,4,2,1690,8900,34221010,-119031032,1961,81935
17136199,7,2,4,2,1390,7000,34222070,-119033587,1962,302972
17136322,6,2,3,2,1217,7181,34237884,-119028717,1964,237524
17136345,5,2,3,2,1216,7200,34224079,-119033587,1964,375904
17136491,6,2,3,2,1391,6700,34236759,-119033769,1964,61103
17136737,2,2,3,2,1647,7199,34236649,-119026468,1970,83414
17137359,7,2,4,2,1429,7007,34229760,-119030806,1979,425210
17137482,5,2.5,3,2,1522,1358,34224531,-119033868,1981,407991
17138066,7,2,4,2,1866,9344,34236282,-119015955,1965,344208
17138512,7,2,4,2,1754,7232,34231510,-119018607,1970,421645
17138635,7,2,4,2,1754,8113,34226559,-119023719,1973,343515
17138758,8,3.5,4,3,2572,7701,34233958,-119018494,1976,314424
17138804,7,3.5,4,3,2281,7000,34234223,-119023053,1978,339134
17138919,4,2,2,2,1185,2178,34217497,-118990922,1978,252132
17139019,6,2,2,2,1829,2178,34217132,-118988575,1978,485000
17139142,4,2,2,2,1070,2178,34219958,-118984008,1978,255126
17139988,6,2,3,2,1292,7405,34226351,-118983853,1979,462594
17140088,8,3,5,3,2105,6005,34221337,-118999150,1970,343993
17140211,7,2,3,2,1832,2153,34223572,-118990861,1974,304179
17140311,6,2,3,2,1498,2153,34223301,-118989946,1974,85590
17140411,4,2,2,2,1309,2917,34222573,-118988915,1984,270534
17140434,7,2,3,2,1498,2415,34221157,-118989694,1974,87465
17140457,4,2,2,2,887,1570,34225569,-118985182,1976,62612
17140557,4,2,2,2,887,1278,34223554,-118984948,1974,304000
17140657,4,2,2,2,1070,1867,34220885,-118990905,1977,222336
17140757,6,2,3,2,1498,2178,34221199,-118995605,1977,218685
17140857,4,2,2,2,1108,2613,34219430,-118995652,1977,50308
17141303,7,2.5,4,2,2032,8435,34226405,-118992768,1977,131005
17141595,6,2,3,2,1582,6341,34232114,-118987576,1983,215452
17141787,5,2,3,2,1058,4470,34224087,-119005611,1978,366122
17141887,7,2,4,2,1574,6504,34236851,-118990991,1978,296737
17142087,5,2,3,2,1281,5860,34225816,-119001327,1979,409716
17142187,5,2,3,2,1281,6227,34225236,-118995319,1979,184182
17142410,6,2,3,2,1292,6089,34235582,-118993199,1981,293880
17142633,8,2.5,4,2,2190,6033,34232069,-118995951,1986,558907
17142856,7,2,3,2,1459,6600,34235797,-118985462,1985,521000
17142979,7,2.5,3,2,1719,6215,34235365,-118999165,1985,521000
17143647,8,3,4,3,1992,4887,34223208,-118998092,1993,357036
17143839,6,2,3,2,1325,3967,34227235,-118997299,1994,250201
17144384,9,3.5,5,3,3850,27891,34242789,-118968624,2001,1219000
17144430,8,3,4,3,2924,25444,34230389,-118982630,1994,1000215
17144980,8,2,5,2,2194,6510,34222435,-119197552,1971,322202
17145203,8,3,4,3,3143,6969,34220510,-119203201,1987,426661
17145349,5,2,2,2,1359,4200,34222584,-119203297,1989,245534
17145572,8,3.5,4,3,2624,7097,34224714,-119205931,1989,192724
17145795,8,2,4,2,1950,7915,34228568,-119196734,1992,543000
17145918,7,2,3,2,1973,8021,34227072,-119209499,1996,308250
17146470,6,2.5,3,2,1382,7127,34218611,-119199571,1965,360110
17146762,8,2,5,2,1958,6458,34216323,-119201352,1969,390709
17146931,6,2.5,3,2,1561,3049,34215883,-119194245,1977,119740
17147031,8,3,4,3,2711,7573,34211425,-119201061,1986,348991
17147131,8,2.5,4,2,2211,7448,34210553,-119206556,1985,279219
17147446,8,3,4,3,2312,7024,34208661,-119194656,1988,390252
17147902,6,2,3,2,2052,40040,34202201,-119195210,1935,150719
17148205,8,2.5,4,2,2594,9880,34185999,-119206683,1969,477000
17148305,6,2,3,2,1197,6242,34182216,-119195250,1960,67400
17148474,6,2,3,2,1524,6150,34182885,-119198743,1962,322202
17148620,8,2,5,2,1693,6150,34182888,-119199072,1962,68291
17148720,6,4,4,4,1845,6000,34183672,-119204223,1962,323855
17148843,6,2,4,2,1419,6000,34183730,-119205940,1965,276351
17148943,5,2.5,3,2,1523,3385,34194812,-119198166,1983,167639
17149230,7,2,4,2,1863,7468,34193898,-119219488,1975,114546
17149307,6,2,3,2,1476,6359,34192372,-119217119,1975,197421
17149453,6,2,3,2,1414,6001,34192712,-119215652,1976,97774
17149676,4,1.5,2,1,1051,1306,34191596,-119209686,1980,252954
17149968,5,2,2,2,1441,6187,34193741,-119201835,1982,249453
17150037,5,2,3,2,1374,7488,34194574,-119219145,1993,270065
17150260,8,3,4,3,2152,6000,34195085,-119201586,1997,429606
17150329,9,3,5,3,2440,9100,34194087,-119212692,1999,510160
17150815,6,2,3,2,1253,6152,34187109,-119197883,1974,215431
17150915,4,1.5,2,1,916,2178,34187214,-119201650,1973,114983
17151138,6,2.5,3,2,2112,6709,34189918,-119194707,1984,432000
17151161,7,3.5,3,3,2055,14282,34189170,-119194910,1984,291726
17151468,7,2,4,2,1588,4894,34183106,-119214710,1969,313526
17151614,6,2,2,2,1306,2550,34182397,-119216642,1973,196494
17151737,7,2,4,2,1650,7275,34184307,-119213419,1976,205971
17151860,7,2,4,2,1599,6000,34189009,-119213285,1974,254775
17152083,7,2,4,2,1678,7479,34188735,-119214867,1977,259872
17152804,9,3,4,3,2192,2800,34180410,-119227969,1971,110078
17153164,6,2,4,2,1804,2800,34181676,-119230419,1976,144693
17153233,5,2,3,2,1620,2800,34182247,-119229162,1976,819383
17153386,6,2,2,2,2164,,34183494,-119226389,1992,439502
17154344,5,2,2,2,1151,3920,34179349,-119195678,1970,59572
17155205,6,2,3,2,1282,4138,34178636,-119203588,1972,307550
17155305,4,1,2,1,892,1742,34179551,-119219803,1971,172000
17155428,4,1,2,1,856,1742,34180959,-119218107,1971,74554
17155751,4,1,2,1,892,1742,34180606,-119214132,1971,120284
17155874,4,1,2,1,806,1742,34180065,-119214283,1971,38936
17155974,5,2,3,2,1128,2613,34179222,-119204069,1972,149131
17156074,5,2,3,2,1196,2613,34180203,-119206220,1977,217000
17156097,5,1.5,2,1,1268,2613,34180334,-119204385,1977,125858
17156197,4,2,2,2,967,2178,34176209,-119204234,1973,151976
17156466,4,2,2,2,1002,3920,34180970,-119207983,1978,275383
17156689,4,2,2,2,1255,1552,34180965,-119211661,1986,184936
17156789,7,2.5,3,2,1566,1552,34179507,-119213241,1986,320058
162960663,8,3,4,3,2442,5296,34177520,-119216381,1989,370206
17157340,7,3.5,4,3,2638,4072,34192730,-119241316,2003,983000
17157493,6,2.5,3,2,1817,4000,34191296,-119241327,1961,104204
17157638,5,2,3,2,1138,4000,34189442,-119238780,1973,595000
17157898,6,3,3,3,3076,4148,34185958,-119239719,1988,916760
17157959,5,2,3,2,1680,10436,34185076,-119240536,1967,703786
17158112,5,2,2,2,918,1306,34194900,-119246000,1976,179336
17158741,5,2,2,2,1369,,34180188,-119234100,1987,342119
17159834,5,1,2,1,1094,6500,34210467,-119183175,1949,196548
17160302,9,2,6,2,1768,6302,34205243,-119187346,1952,61101
17160540,6,2,3,2,1322,6000,34207226,-119178504,1939,45807
17160563,5,2,2,2,1272,6500,34206671,-119179403,1941,296787
17160601,0,0,0,,2592,8755,34204721,-119177795,1939,81489
17160647,7,3,4,3,3094,11929,34216597,-119178634,1960,461828
17160685,6,2.5,3,2,1842,7900,34214651,-119182413,1961,237794
17161014,7,2,3,2,1878,6960,34217783,-119186066,1974,443000
17161190,4,2,2,2,825,4856,34207111,-119173178,1949,148704
17161236,6,3,4,3,1811,4800,34206767,-119171438,1950,95154
17161984,4,1.5,2,1,1082,6000,34201817,-119165742,1961,94603
17162450,6,2,4,2,1260,4407,34202201,-119160060,1964,90884
17163335,4,1,2,1,1102,7000,34196965,-119181788,1908,334000
17163585,5,1,3,1,1118,5150,34190487,-119185702,1944,235720
17163837,6,2,3,2,1538,6451,34204073,-119193363,1978,253787
17163983,7,2,3,2,1358,6003,34191818,-119192629,1981,183688
17164358,7,2.5,3,2,1750,,34193979,-119190361,1993,245904
17164458,4,2.5,2,2,1077,,34193241,-119179142,1992,183327
17164611,7,2.5,4,2,1928,6634,34189886,-119193500,1951,312867
17164734,8,2,5,2,1871,6167,34186831,-119190997,1951,95882
17164834,5,1,2,1,1062,6343,34189055,-119185568,1947,36622
17165992,6,2,4,2,1233,6407,34181562,-119186631,1955,245596
17166353,5,2,3,2,1071,6600,34182174,-119184228,1958,45809
17166754,4,2,3,2,1108,6500,34185078,-119173844,1943,204060
17167052,0,0,0,,1459,6100,34180513,-119171259,1954,55735
17167075,5,2,3,2,1384,8000,34182322,-119168919,1959,373000
17167259,6,2,3,2,1500,6000,34178998,-119173844,1950,238473
17167359,6,1,3,1,1385,6000,34179289,-119169287,1950,268502
17167581,6,2,3,2,1264,6100,34175199,-119173730,1954,179336
17167727,7,2,3,2,1504,5750,34173915,-119168348,1954,239324
17167750,7,3,3,3,1558,6550,34173610,-119170138,1954,345000
17168211,6,2,3,2,1502,6000,34171682,-119182286,1955,57377
17168364,5,2,3,2,1041,6000,34168089,-119179610,1957,149090
17168648,7,2,3,2,1792,6119,34170943,-119193339,1959,55997
17168909,6,2,3,2,1729,6479,34167117,-119180492,1959,56658
17169270,6,2,3,2,1373,6798,34168306,-119182518,1959,213788
17169408,6,2,3,2,1373,6000,34166475,-119184191,1959,50909
17169531,5,2,3,2,1128,6120,34178352,-119188630,1960,51256
17169784,7,2,3,2,1252,6148,34161294,-119183551,1959,50620
17170729,6,1,3,1,1012,2613,34177800,-119192000,1971,119138
17171094,5,2,3,2,2200,2450,34150853,-119214664,1940,432169
17171140,4,2,3,2,1296,2450,34150384,-119214028,1975,345052
17171163,3,1,1,1,371,2450,34149593,-119214350,1953,352663
17171362,7,2.5,4,2,1967,2450,34151580,-119216123,1978,139553
17171385,5,2,2,2,1139,2450,34151718,-119215251,1970,108647
17171477,8,2,4,2,1696,4966,34156121,-119219325,1973,100810
17171546,6,2.5,3,2,2220,2450,34154215,-119218974,1980,825000
17171569,8,3,4,3,2661,2450,34153898,-119218683,1995,392377
17171592,6,0,3,,2239,2450,34153748,-119218035,1988,390653
17171990,0,0,0,,2208,3922,34161266,-119226018,1948,136596
17172725,5,2,3,2,1306,1750,34156958,-119215578,1977,430334
17172771,4,1,2,1,680,2450,34159006,-119219123,1955,440347
17173828,4,2,2,2,1286,,34143206,-119191746,1987,223783
17173851,6,2,4,2,1848,11396,34153345,-119194015,1952,63741
17173981,6,1.5,3,1,1448,6300,34152232,-119190423,1953,282867
17174004,6,2,3,2,1536,6032,34154418,-119185735,1953,210283
17174119,7,2,4,2,1840,6511,34149898,-119192199,1955,311860
17174287,6,2,3,2,1245,6019,34149885,-119188224,1957,48424
17174462,7,2.5,3,2,1670,1349,34144519,-119189639,1993,271726
17175198,5,2,3,2,968,1306,34144662,-119195600,1973,183320
17175544,6,2.5,3,2,1780,2138,34145260,-119198222,1978,423921
17175644,5,2,2,2,1198,2178,34171875,-119231054,1974,421513
17175744,5,2.5,3,2,1485,2178,34169614,-119229815,1976,531642
17177531,9,3,5,3,2336,5610,34209084,-119163233,1998,285580
17179539,5,1,3,1,1023,4000,34204434,-119150549,1963,38643
17179760,6,2,4,2,1260,4860,34200478,-119156509,1969,61453
17180297,5,1,3,1,972,5700,34171626,-119174966,1949,114982
17180389,4,1,2,1,779,5700,34170657,-119173845,1949,90464
17180527,5,1,3,1,1040,6080,34169544,-119172172,1949,181696
17180673,6,1.5,3,1,1635,6050,34169800,-119169512,1957,230706
17181111,7,2,4,2,1276,6000,34166492,-119166897,1966,372292
17181287,7,2,3,2,1513,6000,34162752,-119168073,1966,325683
17181393,6,2,4,2,1180,6400,34174108,-119149608,1963,141323
17181523,8,2,4,2,1576,6499,34176543,-119153086,1971,213908
17182107,6,2,4,2,1347,6702,34181794,-119151620,1976,360000
17182207,4,1,2,1,792,4356,34178971,-119155551,1975,124284
17182276,7,2,4,2,1611,7549,34178640,-119158331,1980,240275
17182963,5,2,3,2,1197,6091,34169869,-119165821,1969,71055
17183101,7,2,3,2,1760,6000,34160557,-119163036,1966,121499
17183147,6,2,3,2,1416,6000,34158233,-119161332,1971,199557
17183508,7,2.5,4,2,2270,6350,34164774,-119163858,1978,164293
17183608,7,2.5,4,2,2550,6350,34165118,-119162698,1978,402836
17184035,0,0,0,,1896,6021,34151900,-119178000,,325166
17184227,5,1.5,3,1,1120,6000,34155987,-119173293,1971,49471
17184395,7,2,4,2,1576,6261,34152234,-119182226,1982,230614
17184518,7,2,4,2,1615,6087,34156453,-119170874,1973,80793
17184910,7,2,4,2,1576,6149,34157456,-119170976,1977,182687
17185271,5,2,3,2,1344,,34160007,-119173931,1981,225000
17186063,7,2,4,2,1587,6303,34158185,-119154203,1969,152071
17186378,7,2.5,4,2,1919,6969,34161339,-119154145,1979,171167
17186401,6,2.5,3,2,1768,9654,34172914,-119150814,1979,150069
17186800,7,3,4,3,1781,6100,34159714,-119149655,1968,128101
17186946,6,2,3,2,1416,6100,34156857,-119149683,1968,267864
17187169,7,2.5,3,2,1959,1397,34168454,-119150166,1982,234518
17187246,5,2,3,2,1100,3479,34163574,-119144890,1997,185913
17187563,8,2.5,4,2,2269,7200,34209918,-119011801,1981,355765
17190110,5,2,3,2,1197,1742,34142016,-119186801,1977,223858
17190506,0,0,0,,1440,5526,34202426,-118994977,1972,74867
17190752,0,2,2,2,1211,5655,34199163,-118986182,1985,351778
17190944,5,2,2,2,1277,6432,34199846,-118977331,1987,390156
17191082,6,3,3,3,1473,,34202552,-118982665,1988,238742
17191182,4,2.5,2,2,1365,,34201820,-118984418,1989,82334
17192024,7,2.5,3,2,3042,6519,34189072,-118955036,1979,442977
17192316,8,3,4,3,2967,5962,34188262,-118955900,1981,660000
17193454,8,3.5,4,3,2391,6288,34171187,-118972132,2000,519215
17193577,10,4,5,4,4015,15325,34180799,-118983078,2003,997746
17194069,9,3,4,3,3821,11110,34168356,-118987898,2001,959402
