zpid,latitude,longitude,cityid,countryid,zipcpde,amount
11282153,34665737,-118159206,5534,3101,97317,150735
11282367,34668326,-118118862,5534,3101,97318,106150
11282953,34653331,-118126315,5534,3101,97318,141345
11283179,34669577,-118114209,5534,3101,97318,187441
11283973,34679749,-118174969,5534,3101,97319,219471
11284096,34676707,-118173426,5534,3101,97319,158854
11284509,34680874,-118180663,5534,3101,97319,209095
11284812,34676799,-118144082,5534,3101,97317,156678
11284904,34681664,-118145885,5534,3101,97317,52377
11285127,34678419,-118141195,5534,3101,97317,49936
11285227,34676169,-118140138,5534,3101,97317,170000
11285357,34679157,-118136195,5534,3101,97317,151000
11285578,34678710,-118138490,5534,3101,97317,67065
11285768,34687237,-118144178,5534,3101,97317,121000
11286812,34694356,-118141467,5534,3101,97317,238875
11287593,34709051,-118141758,5534,3101,97317,27485
11287862,34706496,-118144473,5534,3101,97317,44748
11288257,34717243,-118146607,5534,3101,97317,132596
11288357,34717821,-118141054,5534,3101,97317,138460
11289255,34697466,-118131115,5534,3101,97317,138578
11290511,34684130,-118118992,5534,3101,97318,173000
11290580,34677711,-118114092,5534,3101,97318,360000
11291347,34686812,-118127294,5534,3101,97318,56956
11291447,34688277,-118125186,5534,3101,97318,82080
11291547,34684488,-118125719,5534,3101,97318,132596
11291800,34684236,-118123595,5534,3101,97318,151072
11291938,34691785,-118125341,5534,3101,97318,123500
11292068,34697424,-118121280,5534,3101,97318,62289
11292482,34698459,-118121779,5534,3101,97318,135000
11293965,34693672,-118117858,5534,3101,97318,69807
11294088,34691890,-118113030,5534,3101,97318,127873
11294211,34693283,-118117091,5534,3101,97318,78582
11294311,34691590,-118119619,5534,3101,97318,90326
11294534,34701808,-118116011,5534,3101,97318,117297
11294611,34701919,-118114828,5534,3101,97318,105531
11294734,34701519,-118119757,5534,3101,97318,165000
11294757,34700996,-118116365,5534,3101,97318,165000
11294879,34694817,-118109766,5534,3101,97318,135178
11295094,34691843,-118107541,5534,3101,97318,165790
11295194,34690003,-118103118,5534,3101,97318,163300
11295294,34696352,-118107008,5534,3101,97318,50135
11295417,34691500,-118102000,5534,3101,97318,52837
11295517,34692500,-118103000,5534,3101,97318,76074
11295863,34696275,-118099487,5534,3101,97318,178000
11295963,34693744,-118102463,5534,3101,97318,160862
11295986,34699905,-118110530,5534,3101,97318,150000
11296086,34697910,-118102475,5534,3101,97318,163095
11296186,34698168,-118100802,5534,3101,97318,152822
11296409,34702269,-118101646,5534,3101,97318,183500
11296509,34698627,-118107056,5534,3101,97318,171034
11296609,34693414,-118095229,5534,3101,97318,102854
11296693,34699085,-118104773,5534,3101,97318,185000
11296793,34698589,-118096769,5534,3101,97318,185827
11296988,34687417,-118110142,5534,3101,97318,125785
11298024,34677099,-118100575,5534,3101,97318,197000
11298539,34679494,-118101362,5534,3101,97318,133413
11298639,34686467,-118100827,5534,3101,97318,118138
11298846,34680313,-118096148,5534,3101,97318,156900
11299444,34699431,-118088856,5534,3101,97318,95020
11299616,34699523,-118049903,5534,3101,97318,215928
11299952,34695577,-118078169,5534,3101,97318,92899
11300173,34676475,-118077304,5534,3101,97318,89426
11300349,34678914,-118076263,5534,3101,97318,211848
11300610,34688681,-118084264,5534,3101,97318,154329
11301313,34691600,-118087216,5534,3101,97318,188583
11301436,34679781,-118081055,5534,3101,97318,179549
11301628,34678868,-118083650,5534,3101,97318,107400
11301728,34690794,-118091175,5534,3101,97318,183057
11304161,34695207,-118181357,5534,3101,97319,174889
11304341,34686237,-118184256,5534,3101,97319,177908
11304441,34688143,-118184366,5534,3101,97319,254995
11304541,34684136,-118195344,5534,3101,97319,176983
11304571,34688553,-118201417,5534,3101,97319,291000
11304732,34683359,-118185989,5534,3101,97319,172651
11305001,34678196,-118199176,5534,3101,97319,241000
11305101,34688194,-118189710,5534,3101,97319,159898
11305881,34691554,-118181452,5534,3101,97319,125643
11305981,34691043,-118178102,5534,3101,97319,266000
11308687,34715964,-118067541,5534,3101,97318,284145
11308968,34708724,-118071357,5534,3101,97318,198000
11311821,34672415,-118106724,5534,3101,97318,118139
11311921,34673341,-118108903,5534,3101,97318,129956
11312044,34670266,-118107277,5534,3101,97318,171000
11312274,34672493,-118072147,5534,3101,97318,122588
11312374,34668709,-118073893,5534,3101,97318,175640
11312574,34674431,-118070473,5534,3101,97318,204621
11316916,34687655,-118238784,5534,3101,97319,165800
11317039,34688282,-118239695,5534,3101,97319,214500
11317062,34687265,-118243891,5534,3101,97319,194674
11318914,34666199,-118221549,5534,3101,97319,284611
11318960,34662547,-118220393,5534,3101,97319,124928
11319416,34640987,-118235815,5534,3101,97329,290218
11319607,34656284,-118236788,5534,3101,97319,198327
11319806,34637831,-118246258,40227,3101,97329,417019
11320190,34653286,-118240068,5534,3101,97319,235721
11320313,34652023,-118247698,5534,3101,97319,263000
11320736,34648582,-118240365,5534,3101,97319,302019
11322758,34624290,-118289015,40227,3101,97329,594500
11323278,34591388,-118277981,40227,3101,97329,373000
11325354,34484050,-118185693,16677,3101,97298,269500
11325369,34488442,-118196305,16677,3101,97298,102421
11325535,34478243,-118172376,16677,3101,97298,474092
11325648,34466670,-118201806,16677,3101,97298,473184
11327038,34415900,-118394000,54311,3101,96368,476000
11327098,34489701,-118364301,,3101,96403,434247
11328208,34520985,-118301214,,3101,96403,443642
11328412,34510028,-118313657,,3101,96403,901655
11329646,34632115,-118336234,40227,3101,97329,66689
11331047,34503527,-118175911,16677,3101,97298,552192
11332314,34708378,-118293662,5534,3101,97319,16260
11332664,34762455,-118274177,5534,3101,97319,87447
11334427,34661675,-118367016,25468,3101,97316,155036
11335980,34617145,-118410401,,3101,96403,39711
11337018,34466364,-118421884,,3101,96374,471376
11337401,34446088,-118428022,,3101,96374,33203
11337439,34442910,-118429105,,3101,96374,198079
11338108,34782372,-118282227,5534,3101,97319,211933
11338895,34661222,-118398708,25468,3101,97316,99625
11339357,34711287,-118414872,5534,3101,97319,119095
11340770,34675400,-118440000,25468,3101,97316,43858
11341430,34688623,-118479402,25468,3101,97316,26262
11342040,34453200,-118512000,54311,3101,96373,271828
11342278,34444900,-118512000,54311,3101,96373,182147
11342447,34443804,-118516255,54311,3101,96373,271305
11342670,34447087,-118512552,54311,3101,96373,446000
11342693,34450131,-118512291,54311,3101,96373,258074
11343277,34454460,-118526820,54311,3101,96373,213222
11343646,34462800,-118534000,54311,3101,96403,145224
11343869,34466199,-118531201,54311,3101,96403,346000
11343969,34463804,-118531643,54311,3101,96403,467611
11344069,34455791,-118519517,54311,3101,96373,424058
11344430,34473695,-118529194,54311,3101,96403,293378
11344599,34472214,-118531230,54311,3101,96403,447000
11345014,34469767,-118528128,54311,3101,96403,351300
11345160,34455165,-118512679,54311,3101,96373,534549
11345260,34458751,-118515073,54311,3101,96373,672000
11345583,34460900,-118534000,54311,3101,96403,295724
11345652,34463580,-118511667,,3101,96403,581600
11345951,34462738,-118526468,,3101,96403,727077
11349562,34476407,-118678197,10734,3101,96398,238203
11349923,34467764,-118663854,10734,3101,96398,373612
11350099,34471253,-118643203,10734,3101,96398,535489
11357433,34760300,-118294518,5534,3101,97319,128583
11361492,34449358,-118657641,10734,3101,96398,305993
11361725,34448951,-118663070,10734,3101,96398,209368
11363103,34446087,-118649407,10734,3101,96398,217163
11365096,34796069,-118575098,5534,3101,97319,121479
11368067,34764199,-117960628,5534,3101,97318,31730
11371196,34735844,-117819020,5534,3101,97318,188117
11374509,34716151,-117693844,5534,3101,97318,11400
11376957,34684078,-117771463,5534,3101,97318,17500
11388382,33985183,-118366414,116042,3101,96037,147016
11388528,33979235,-118368544,45888,3101,96134,59726
11388696,33978930,-118364873,45888,3101,96134,253484
11388842,33983238,-118363875,116042,3101,96037,540588
11389669,33985534,-118349540,12447,3101,96024,203033
11390435,33987783,-118338205,12447,3101,96024,236348
11390711,33985605,-118337856,12447,3101,96024,263133
11391034,33983814,-118338399,12447,3101,96024,194180
11391264,33986926,-118330902,12447,3101,96024,316834
11391509,33986664,-118323862,12447,3101,96024,126198
11391877,33988622,-118317035,12447,3101,96028,37077
11392885,33985200,-118320954,12447,3101,96024,177211
11393329,33980782,-118317490,12447,3101,96024,117613
11393544,33978756,-118319452,12447,3101,96024,417969
11393813,33976821,-118322963,12447,3101,96024,102944
11393936,33976833,-118319070,12447,3101,96024,268504
11394020,33976093,-118318564,12447,3101,96024,248283
11394104,33975810,-118321024,12447,3101,96024,239327
11394127,33975532,-118321999,12447,3101,96024,262298
11394917,33967523,-118322714,45888,3101,96137,415000
11395155,33961351,-118325000,45888,3101,96137,206177
11395262,33962914,-118322721,45888,3101,96137,55847
11395431,33965961,-118318810,45888,3101,96137,57266
11395546,33965314,-118317161,12447,3101,96137,204815
11395684,33962528,-118320714,45888,3101,96137,329101
11395914,33962048,-118333136,45888,3101,96137,79947
11396006,33963332,-118331425,45888,3101,96137,421069
11396052,33965153,-118330601,45888,3101,96137,104078
11396342,33965697,-118326840,45888,3101,96137,155934
11396534,33969393,-118325846,45888,3101,96024,329926
11396840,33972956,-118330944,12447,3101,96024,317336
11396924,33970563,-118331104,12447,3101,96024,67899
11397039,33968363,-118333299,45888,3101,96137,58497
11397131,33972845,-118333599,12447,3101,96024,199270
11397146,33981517,-118335554,45888,3101,96134,386647
11397276,33978685,-118334943,12447,3101,96134,278691
11397367,33975472,-118336908,45888,3101,96134,145121
11397390,33976475,-118336460,45888,3101,96134,51949
11397528,33980578,-118337724,45888,3101,96134,277159
11397628,33980540,-118341622,45888,3101,96134,153974
11397797,33977639,-118339919,45888,3101,96134,343061
11398250,33979459,-118348566,45888,3101,96134,102224
11398403,33978116,-118353079,45888,3101,96134,161567
11398579,33976037,-118345093,45888,3101,96134,101731
11398648,33975387,-118348760,45888,3101,96134,154567
11398801,33977599,-118349734,45888,3101,96134,109403
11399182,33970640,-118351430,45888,3101,96134,213838
11400814,33953332,-118360541,45888,3101,96133,146262
11400944,33954182,-118358705,45888,3101,96133,80022
11401120,33972900,-118367000,45888,3101,96134,113867
11401235,33973100,-118366000,45888,3101,96134,131503
11401403,33970773,-118368684,45888,3101,96134,289943
11401563,33969800,-118367000,45888,3101,96134,152060
11401662,33971400,-118364000,45888,3101,96134,168386
11401792,33969000,-118364000,45888,3101,96134,113729
11402232,33963900,-118366000,45888,3101,96133,128000
11402468,33959060,-118364972,45888,3101,96133,644813
11402797,33987683,-118351553,12447,3101,96024,373818
11403104,33987810,-118356252,396550,3101,96024,420551
11403173,33984636,-118355818,396550,3101,96024,72740
11403326,33984597,-118360177,396550,3101,96037,718000
11403994,33958714,-118355125,45888,3101,96133,144170
11404047,33964195,-118345777,45888,3101,96133,398000
11404100,33962922,-118345609,45888,3101,96133,248521
11404628,33959300,-118348000,45888,3101,96133,210043
11404728,33960000,-118347000,45888,3101,96133,118000
11404956,33954800,-118350000,45888,3101,96133,77546
11405040,33956400,-118350000,45888,3101,96133,87090
11405101,33957200,-118348000,45888,3101,96133,132398
11405988,33953700,-118358000,45888,3101,96133,233557
11406101,33953827,-118354390,45888,3101,96133,142920
11406721,33947401,-118359599,45888,3101,96133,373758
11407203,33953656,-118348697,45888,3101,96133,411969
11407468,33949258,-118350582,45888,3101,96133,263300
11407521,33949542,-118352590,45888,3101,96133,216906
11407613,33950288,-118354341,45888,3101,96133,118000
11407881,33948803,-118349897,45888,3101,96133,28914
11408071,33947535,-118346253,45888,3101,96133,236634
11408330,33959300,-118333000,45888,3101,96137,303426
11408476,33957800,-118334000,45888,3101,96137,313311
11408576,33959800,-118332000,45888,3101,96137,71361
11408714,33958975,-118327070,45888,3101,96137,280000
11409066,33956805,-118333034,45888,3101,96137,314665
11409166,33957200,-118339000,45888,3101,96137,171180
11409366,33958300,-118340000,45888,3101,96137,258000
11409489,33959800,-118338000,45888,3101,96137,230000
11410010,33958291,-118321999,45888,3101,96137,372033
11410194,33957053,-118321542,45888,3101,96137,392017
11410340,33955307,-118323724,45888,3101,96137,75422
11410440,33955130,-118320421,45888,3101,96137,54004
11410540,33953566,-118318245,45888,3101,96137,241191
11410663,33952020,-118318242,45888,3101,96137,47278
11410763,33951351,-118321525,45888,3101,96137,348046
11412233,33943993,-118323271,45888,3101,96135,351671
11412348,33942459,-118322800,45888,3101,96135,235771
11412448,33943046,-118318402,45888,3101,96135,285132
11412571,33940171,-118318413,45888,3101,96135,363000
11413077,33936477,-118327375,45888,3101,96135,214291
11413338,33934130,-118331565,45888,3101,96135,169245
11413848,33941520,-118337394,45888,3101,96135,293149
11413871,33941521,-118336443,45888,3101,96135,141168
11414055,33939481,-118339259,45888,3101,96135,350000
11414147,33938438,-118337817,45888,3101,96135,362781
11414469,33935085,-118341793,45888,3101,96135,342147
11414584,33934537,-118336503,45888,3101,96135,405080
11414745,33933162,-118334625,45888,3101,96135,229380
11414845,33932628,-118340305,45888,3101,96135,120058
11414921,33931644,-118337000,45888,3101,96135,48971
11415165,33942952,-118345824,45888,3101,96136,267799
11415211,33942444,-118345130,45888,3101,96136,187428
11415234,33942088,-118343348,45888,3101,96135,217539
11415387,33941541,-118344282,45888,3101,96136,205991
11415563,33939346,-118343905,45888,3101,96136,201465
11415586,33938496,-118344652,45888,3101,96136,161492
11415609,33938473,-118346331,45888,3101,96136,248520
11415731,33937933,-118350211,45888,3101,96136,283718
11416127,33942505,-118359618,45888,3101,96136,170970
11416173,33942968,-118359006,45888,3101,96136,250601
11416249,33943643,-118354698,45888,3101,96136,130108
11416272,33943642,-118354246,45888,3101,96136,112663
11416562,33940121,-118355741,45888,3101,96136,204586
11416685,33938679,-118357429,45888,3101,96136,278387
11416976,33937132,-118355691,45888,3101,96136,285593
11417243,33934275,-118355076,45888,3101,96136,275000
11417555,33944523,-118361836,45888,3101,96136,179067
11417601,33942003,-118362382,45888,3101,96136,33003
11417624,33945152,-118361004,45888,3101,96136,48093
11417875,33933400,-118363894,45888,3101,96136,328053
11418531,33917812,-118355682,42150,3101,96107,264827
11418621,33921074,-118358512,42150,3101,96107,282177
11418888,33912386,-118359400,42150,3101,96107,358536
11418980,33910518,-118358764,42150,3101,96107,268544
11419003,33910123,-118356523,42150,3101,96107,145421
11419133,33910111,-118354018,42150,3101,96107,177204
11419278,33913326,-118354676,42150,3101,96107,361515
11419927,33905604,-118359634,42150,3101,96107,291128
11420111,33903045,-118354415,42150,3101,96107,443000
11420218,33902534,-118355469,42150,3101,96107,470000
11421860,33910030,-118345259,42150,3101,96107,725000
11422294,33921211,-118347626,42150,3101,96107,272000
11422416,33918882,-118345919,42150,3101,96107,738000
11422499,33917773,-118345917,42150,3101,96107,338000
11422794,33928693,-118345938,42150,3101,96107,492878
11423252,33924214,-118350714,42150,3101,96107,364461
11423290,33925064,-118336845,45888,3101,96107,367191
11423313,33924359,-118337951,45888,3101,96107,212452
11423596,33925400,-118341590,42150,3101,96107,277252
