zpid,rooms,units,airconditiontype,heatsystemtype,buildingquality,pools
11446006,0,1,,7,,
11446106,0,1,,7,7,
11446129,0,1,,2,7,
11446229,0,1,,7,7,1
11446497,0,4,,,4,
11446704,0,1,,2,4,
11446895,0,1,,2,4,1
11446941,0,1,,2,7,
11447064,0,1,,7,7,
11447455,0,1,,7,7,
11448054,0,1,,7,7,1
11448815,0,1,,7,7,
11449028,0,1,,7,7,
11449128,0,1,,2,7,
11449350,0,1,,2,7,
11449511,0,1,,2,7,
11449687,0,1,,7,7,
11449902,0,3,,,7,
11450094,0,1,,7,7,
11450347,0,1,,2,4,
11450370,0,1,,2,7,1
11451000,0,1,,7,7,
11451327,0,1,,7,7,
11451450,0,1,,2,7,
11451519,0,1,,2,7,
11451619,0,1,,2,7,
11451719,0,1,,2,7,
11452364,0,1,,2,4,
11452433,0,1,,2,7,
11452608,0,1,,2,7,
11452777,0,1,,2,7,
11452969,0,1,,2,7,
11453368,0,1,,2,4,
11453468,0,1,,2,4,
11453983,0,1,,2,4,1
11454136,0,1,,2,4,1
11454236,0,1,,2,4,
11454382,0,1,,2,1,1
11455123,0,1,,2,4,
11455146,0,1,,2,7,
11455269,0,1,,7,7,
11455330,0,1,,2,4,
11455444,0,1,,2,7,
11455544,0,1,,7,7,
11455720,0,1,,7,7,
11455912,0,1,,2,7,
11456012,0,2,,,7,
11456380,0,1,,7,7,
11456518,0,1,,7,7,
11456618,0,1,,7,7,
11456718,0,1,,7,7,
11456825,0,1,,7,7,
11456925,0,1,,7,7,
11457048,0,1,,7,7,
11457094,0,1,1,2,4,
11457470,0,1,,2,4,
11457668,0,1,,2,7,
11458019,0,1,1,2,4,
11458902,0,1,,2,4,
11458971,0,1,,2,4,
11459071,0,1,,2,4,
11459317,0,1,,7,7,
11459440,0,1,,7,4,
11459540,0,1,,2,7,
11459578,0,1,,7,7,
11459706,0,1,,2,7,
11459806,0,1,,2,4,
11459906,0,1,,7,7,1
11460151,0,1,,7,7,
11460251,0,1,,2,4,
11460351,0,1,,7,7,
11460451,0,1,,7,7,
11460574,0,2,,,7,
11460674,0,1,,7,7,
11460774,0,1,,7,7,
11460874,0,1,1,2,4,
11460974,0,1,,7,4,
11461074,0,1,,2,7,
11461420,0,1,,2,7,
11461543,0,1,,7,7,
11461658,0,1,,2,4,
11461758,0,1,,7,7,
11462072,0,1,,7,7,
11462095,0,1,1,2,4,
11462683,0,1,1,2,4,
11463695,0,1,1,2,10,
11463733,0,1,,2,4,
11463802,0,1,,2,4,
11463825,0,1,1,2,1,
11463968,0,1,,2,1,
11464321,0,1,,2,4,
11464344,0,1,1,2,1,1
11464822,0,1,,2,7,1
11465213,0,1,1,2,4,
11465986,0,1,1,2,4,1
11466086,0,1,,2,4,1
11466913,0,1,,2,4,1
11467082,0,1,,7,7,
11467182,0,1,,7,7,
11467804,0,2,,,7,
11467950,0,1,,7,7,
11468072,0,1,,7,7,
11468398,0,1,,7,7,
11468498,0,1,,7,7,
11468800,0,1,,7,7,1
11468900,0,1,,7,7,
11468961,0,1,,7,7,
11469037,0,4,,,7,
11469434,0,1,,2,4,
11471149,0,,,,,
11471343,0,1,,7,7,
11471496,0,1,,7,7,
11471757,0,1,,2,4,
11472240,0,1,,7,7,
11472355,0,1,1,2,7,
11472478,0,1,1,2,4,
11472524,0,1,,7,7,
11472761,0,1,,7,7,
11472845,0,1,,2,7,
11473128,0,1,,2,4,
11473174,0,1,,2,7,
11473458,0,3,,,7,
11473650,0,1,,7,4,
11473750,0,1,,7,7,
11473903,0,1,,2,4,
11474046,0,1,,7,4,1
11474492,0,1,,7,4,1
11474538,0,1,,2,4,1
11474638,0,1,,2,4,1
11474861,0,1,,7,4,
11474961,0,1,,7,4,
11475537,0,1,,2,4,1
11475736,0,1,1,2,4,1
11475842,0,2,,,7,
11476217,0,1,,7,7,
11476522,0,1,,7,7,
11476772,0,1,,2,4,
11477188,0,2,,,7,
11477357,0,2,,,7,
11477426,0,2,,,4,
11477449,0,1,,7,7,
11477472,0,2,,,7,
11478072,0,1,,2,1,
11478141,0,1,,2,4,
11478264,0,1,,2,4,
11478364,0,1,,2,4,
11479052,0,1,,2,4,
11479426,0,1,,7,7,
11479954,0,1,,7,7,
11480138,0,1,,2,4,
11480199,0,3,,,7,
11480503,0,1,,2,7,
11480549,0,1,,7,7,
11480649,0,1,,7,4,
11480887,0,1,,7,7,
11481225,0,1,,7,7,
11481555,0,1,,7,4,
11481578,0,4,,,7,
11481762,0,1,,7,7,
11481908,0,1,,7,7,
11482169,0,1,,7,4,
11482430,0,1,,2,7,
11482530,0,1,,2,7,
11483237,0,1,,2,7,
11483337,0,1,,2,7,
11483437,0,1,,2,4,
11484116,0,1,,7,7,
11484262,0,1,,7,7,
11484408,0,1,,7,7,
11484508,0,1,,2,4,
11484654,0,1,,7,7,
11485496,0,1,,2,4,
11485740,0,1,,2,4,
11485824,0,1,,2,4,
11485970,0,1,1,2,4,
11486146,0,1,1,2,1,
11486353,0,1,1,2,4,
11486521,0,1,,2,4,
11486959,0,1,,7,7,
11487266,0,1,,7,7,
11487595,0,1,,2,4,
11487954,0,1,,7,7,
11488436,0,4,,,7,
11488566,0,1,,2,4,
11489117,0,4,,,7,
11489969,0,1,,2,4,
11490091,0,1,,2,4,
11490985,0,1,,2,4,
11491031,0,1,,2,4,
11491153,0,1,,2,4,
11491671,0,1,,2,7,
11491694,0,1,,2,4,
11491869,0,1,,2,1,
11492261,0,1,,7,4,
11492765,0,1,,7,7,
11492888,0,1,,7,7,
11493095,0,1,,2,4,
11493271,0,1,,2,7,
11493417,0,1,,,7,
11493463,0,1,,2,4,
11493647,0,1,,7,7,
11493793,0,1,,7,7,
11493916,0,4,,,7,
11494008,0,1,,2,4,
11494131,0,1,,2,7,
11494223,0,1,,7,7,
11494553,0,1,,2,7,
11494630,0,1,,2,7,
11494668,0,2,,,7,1
11494829,0,1,,7,7,
11495036,0,1,,2,4,
11495128,0,1,,2,7,
11495220,0,1,,7,7,
11495350,0,1,,7,7,
11495680,0,1,,2,4,
11496000,0,1,,2,4,
11496138,0,1,,2,4,
11496161,0,1,,2,7,
11496729,0,1,,2,4,
11496921,0,1,,7,7,
11497458,0,1,,2,4,
11497626,0,1,,2,4,
11498047,0,1,,2,4,
11498070,0,1,,2,4,
11498293,0,4,,,4,
11498485,0,1,,7,7,
11498585,0,1,,2,1,
11498646,0,1,1,2,1,
11498746,0,1,,7,7,
11498983,0,1,,2,4,1
11499083,0,1,,7,7,
11499106,0,2,,,4,1
11500204,0,1,,2,4,
11500227,0,1,,7,7,
11500273,0,1,,2,4,
11500380,0,2,,,4,1
11500433,0,1,,2,4,
11500616,0,1,,7,7,
11500846,0,1,,2,4,
11501636,0,1,1,2,7,
11501712,0,1,,2,4,
11502247,0,1,,2,,
11502731,0,1,,7,7,
11503053,0,1,,2,10,
11503176,0,1,,2,4,
11503506,0,1,,7,7,
11503606,0,1,,2,4,
11503629,0,1,1,2,10,
11503675,0,1,,2,4,
11503752,0,1,1,2,1,
11503775,0,1,,2,4,
11503944,0,1,1,2,10,
11504067,0,1,,2,4,
11504182,0,1,,7,7,
11504297,0,1,,2,1,
11504420,0,1,1,2,10,
11504543,0,1,,7,7,
11504666,0,1,,2,1,1
11504812,0,1,,7,7,
11504912,0,1,,7,7,
11505327,0,1,,7,7,
11505572,0,1,,7,7,
11506745,0,1,,2,7,
11506982,0,2,,,1,
11507442,0,1,,7,7,
11507677,0,1,,2,7,
11507769,0,1,,2,4,
11508020,0,3,,,4,
11508949,0,2,,,7,
11509018,0,1,,2,7,
11509256,0,1,,7,7,
11509425,0,1,,7,7,
11509632,0,1,,2,4,
11509655,0,1,1,2,,
11509969,0,1,,7,7,
11510115,0,1,,2,4,1
11510261,0,1,1,2,4,
11510329,0,1,,7,7,
11510580,0,4,,,7,
11510603,0,2,,,7,
11510855,0,3,,,7,
11511237,0,1,,2,4,1
11511337,0,1,,2,4,
11511650,0,1,,2,4,
11511711,0,1,,7,7,
11512148,0,1,,2,4,
11512385,0,1,,2,4,
11512577,0,1,,2,4,
11512676,0,1,,2,7,
11512997,0,1,,2,7,
11513081,0,1,,2,4,
11513150,0,1,,7,7,
11513173,0,1,,2,4,
11513280,0,1,,2,4,
11513410,0,1,,2,4,
11513637,0,2,,,7,
11513660,0,4,,,7,
11513956,0,2,,,4,
11514131,0,1,,2,4,
11514984,0,1,,2,4,
11515183,0,1,,2,4,1
11515328,0,1,,2,1,
11515624,0,1,,2,4,1
11516446,0,2,,,7,
11516738,0,1,,7,7,
11517030,0,1,,7,7,1
11517527,0,1,,7,7,
11518143,0,1,,2,7,
11518243,0,1,,7,7,
11518910,0,1,,7,7,
11519155,0,2,,,7,
11519444,0,1,,2,7,
11519744,0,4,,,7,
11519812,0,3,,,7,
11520461,0,1,,7,7,
11520650,0,1,,7,7,
11520862,0,4,,,7,
11521030,0,1,1,2,1,
11521314,0,1,,7,7,
11521652,0,1,,2,4,
11521698,0,1,,7,7,
11521798,0,1,,2,7,
11522042,0,1,,7,4,
11522142,0,1,,7,4,
11522626,0,1,1,2,7,
11522718,0,1,,7,7,
11522964,0,1,,7,7,
11522987,0,1,1,2,7,
11525788,0,1,1,2,4,1
11525888,0,1,1,2,4,1
11525988,0,1,1,2,4,1
11526088,0,1,1,2,4,1
11526188,0,1,1,2,4,1
11526380,0,1,,,4,
11527123,0,1,,7,7,
11527371,0,1,,7,7,
11527432,0,1,1,2,7,
11527593,0,1,,7,7,
11527616,0,1,,7,7,
11527662,0,1,,7,7,
11528090,0,1,,7,7,
11528113,0,1,,7,7,
11528381,0,1,,7,7,
11528427,0,1,,7,4,
11528595,0,1,,7,7,
11528641,0,1,,2,4,
11529106,0,1,1,2,4,
11529229,0,1,,7,7,
11529352,0,1,,7,7,
11530239,0,1,,7,7,
11530262,0,1,,7,7,
11530407,0,1,,2,4,
11530506,0,1,,7,7,
11530813,0,1,,7,7,
11531150,0,1,,2,7,
11531423,0,1,,2,4,
11531446,0,1,,7,7,
11531690,0,1,,2,7,
11532096,0,2,,7,,
11532918,0,1,,7,4,
11533079,0,1,,7,4,
11533555,0,1,,7,7,
11533678,0,1,,7,7,
11533801,0,1,,7,7,
11533831,0,4,,,7,
11534290,0,1,,2,4,1
11534390,0,1,,2,4,1
11534490,0,1,,2,4,1
11534590,0,1,,2,4,1
11534990,0,1,,7,4,
11535059,0,1,,2,4,
11535698,0,3,,,7,
11535927,0,1,,2,1,
11536095,0,1,1,2,10,
11536118,0,1,,7,7,
11536210,0,4,,,4,
11536463,0,1,,7,7,
11536854,0,1,,7,7,
11537168,0,1,,2,4,
11537450,0,1,,2,4,
11537595,0,1,,2,4,
11539320,0,1,,7,7,
11539581,0,1,,7,7,
11540441,0,1,,7,7,
11540564,0,1,,7,7,
11540664,0,1,,7,7,
11541046,0,1,,7,7,
11541367,0,1,,7,4,
11541671,0,2,,,7,
11541816,0,1,,7,7,
11542023,0,1,,7,7,
11542190,0,1,1,2,1,1
11542213,0,1,,7,7,
11542297,0,1,,7,7,
11542768,0,1,,7,7,
11543088,0,1,,2,7,1
11543340,0,1,,7,4,1
11543409,0,1,,7,7,
11543835,0,1,,7,7,
11544054,0,1,,,,
11544107,0,1,,7,7,
11544214,0,1,,2,7,
11544792,0,1,,7,7,
11544838,0,1,,7,7,
11545142,0,4,,,4,
11545341,0,1,,7,7,
11545448,0,1,,7,4,
11545654,0,1,,7,7,
11545692,0,1,,7,7,
11545715,0,1,1,2,4,
11546538,0,2,,,7,
11547339,0,1,,7,7,
11548126,0,2,,2,7,
11548242,0,2,,,7,
11548793,0,1,,7,7,
11548839,0,1,,7,7,
11549230,0,1,,7,7,
11550310,0,1,,7,7,
11550533,0,1,,7,7,
11550979,0,1,,2,7,
11551271,0,1,,2,4,1
11551455,0,1,,7,7,
11551785,0,1,,7,7,
11551831,0,1,,7,7,
11552077,0,1,,2,4,
11552253,0,1,,7,7,
11552583,0,1,,7,4,
11552683,0,1,,2,7,
11552783,0,1,,7,4,
11553052,0,1,1,2,7,
11553275,0,1,,,7,
11553720,0,1,1,2,4,
11553866,0,1,1,2,10,1
11553889,0,1,1,2,10,
11554119,0,1,,2,7,
11554663,0,1,1,2,4,
11555207,0,1,,7,4,
11555358,0,1,,2,4,
11555618,0,1,,2,4,1
11555718,0,1,,2,4,
11556130,0,1,,7,7,
11556291,0,1,,2,7,
11556774,0,1,,2,7,
11557184,0,1,,7,7,
11557391,0,1,,2,4,
11557513,0,2,,,4,
11557536,0,1,,,7,
11558045,0,1,,7,7,
11558152,0,1,,7,7,
11558405,0,1,,2,7,
11558742,0,2,,,7,
11559300,0,1,,2,4,
11559400,0,1,,7,7,
11559553,0,1,,7,4,
11559820,0,1,,7,7,
11559920,0,1,,7,7,
11560143,0,1,,7,4,
11560289,0,1,,7,7,
11560588,0,4,,,7,
11560733,0,1,,7,7,
11560833,0,1,1,2,4,
11561024,0,1,,2,4,
11561139,0,1,,7,7,
11561162,0,1,,7,7,
11561285,0,1,,2,7,
11561331,0,1,,7,7,
11561736,0,1,1,2,4,
11562709,0,2,,,7,
11563348,0,1,1,2,4,
11563530,0,1,1,2,4,
11563620,0,1,1,2,1,
11563808,0,1,1,2,1,
11564250,0,1,1,2,4,
11564273,0,1,1,2,4,
11564349,0,1,1,2,1,
11565076,0,3,,,7,
11565380,0,1,1,2,4,
11565777,0,1,1,2,4,
11566684,0,1,1,2,4,
11567244,0,1,1,2,1,
11567802,0,1,,2,4,
11567917,0,1,1,2,4,1
11568093,0,1,,2,7,
11568231,0,1,1,2,1,
11568338,0,1,1,2,4,
11568461,0,1,1,2,1,
11569231,0,1,1,2,4,
11569481,0,1,1,2,1,
11569808,0,1,1,2,1,1
11570221,0,1,1,2,4,
11570321,0,1,1,2,4,
11570436,0,1,1,2,1,
11570664,0,1,,2,4,
11570986,0,1,,7,4,
11571429,0,1,1,2,4,
11571711,0,1,,2,4,
11571734,0,1,1,2,1,
11572692,0,1,1,2,7,
11572820,0,1,1,2,1,
11572994,0,4,1,,4,
11573017,0,1,1,2,1,
11573282,0,3,,,7,
11573604,0,1,,7,7,
11573650,0,1,,7,7,
11574293,0,1,,7,4,1
11574408,0,1,,2,7,
11574538,0,1,,2,10,
11575036,0,3,,,7,
11575142,0,3,1,,7,
11575226,0,1,,7,4,
11575387,0,1,,7,7,
11575739,0,1,,7,7,
11575922,0,1,,7,7,
11576635,0,1,1,2,10,
11577193,0,1,,2,7,
11577330,0,1,1,2,1,
11577360,0,1,1,2,4,1
11577610,0,3,,,7,
11578494,0,1,,2,1,
11578647,0,1,,2,4,
11578700,0,1,,2,4,
11578800,0,1,,7,7,
11578900,0,1,,2,7,
11579038,0,1,,,4,
11579252,0,1,,2,1,
11579805,0,1,1,2,10,
11579828,0,1,1,2,10,
11579951,0,1,,2,4,
11580120,0,1,,2,1,1
11580243,0,1,,7,4,
11580750,0,1,1,2,10,
11580865,0,1,,2,1,
11580888,0,1,,2,10,1
11581103,0,1,1,2,1,1
11581203,0,1,1,2,10,1
11581303,0,1,,,10,
11581799,0,1,,2,4,
11581822,0,4,,,7,
11582301,0,1,,2,4,
11582750,0,1,,2,1,
11582971,0,1,,2,4,
11583062,0,1,,7,4,
11583403,0,1,1,2,4,
11583464,0,1,,7,1,
11584461,0,1,1,2,1,
11584843,0,1,,7,7,
11585206,0,1,,2,4,
11585297,0,1,1,2,1,
11585480,0,2,,,7,
11585564,0,1,1,2,4,
11585894,0,1,1,2,4,
11586038,0,1,,2,4,
11586297,0,1,1,2,4,
11587518,0,1,,7,7,
11587732,0,1,,7,4,
11587770,0,2,,,7,
11587869,0,2,,,7,
11588035,0,3,,,7,
11588340,0,2,,,7,
11588705,0,4,,,7,
11588949,0,1,1,2,1,
11589439,0,1,,7,7,
11589462,0,3,,,7,
11589778,0,1,,2,1,
11590268,0,1,,2,4,
11590436,0,1,,7,4,
11590955,0,1,,7,4,
11592265,0,1,,7,4,
11592303,0,1,,2,4,
11592555,0,1,,7,4,
11592616,0,1,1,2,10,1
11593383,0,1,1,2,,1
11593498,0,1,1,2,4,
11593796,0,1,1,2,1,
11593919,0,1,,2,10,
11594341,0,1,,2,7,
11594671,0,1,1,2,10,1
11595361,0,2,,,4,
11595737,0,1,,2,4,
11595760,0,1,1,2,10,
11595982,0,1,1,2,4,1
11596205,0,1,,2,1,
11596343,0,1,,,1,
11596443,0,1,1,2,1,1
11596566,0,1,1,2,7,1
11596666,0,1,1,2,7,1
11596989,0,1,1,2,4,1
11597189,0,1,,,4,
11597812,0,1,1,2,4,1
11597935,0,1,1,2,4,1
11598035,0,1,1,2,4,1
11598295,0,1,,7,7,1
11598571,0,1,,7,4,
11598709,0,4,,,7,
11598893,0,1,,2,4,
11599016,0,1,,7,7,
11599062,0,1,1,2,4,
11599352,0,1,,7,4,
11600034,0,1,,7,7,
11600713,0,1,,2,7,
11600910,0,1,1,2,1,
11600940,0,1,,7,7,
11601138,0,1,1,2,10,
11601238,0,1,1,2,4,
11601397,0,1,1,2,4,
11601550,0,1,,2,4,
11601786,0,1,1,2,4,
11601976,0,1,1,2,4,
11602168,0,1,1,2,4,
11602873,0,1,1,2,1,
11602996,0,1,1,2,1,
11603119,0,1,1,2,4,1
11603242,0,1,,2,4,1
11603334,0,1,1,2,4,
11603434,0,1,,7,4,
11603695,0,1,,2,4,
11604271,0,1,,7,7,
11604933,0,1,1,2,4,
11604956,0,2,,,7,
11605227,0,1,,7,7,
11605364,0,2,,,7,
11605718,0,1,,2,4,
11606007,0,1,1,2,4,
11606151,0,1,,7,4,1
11606295,0,1,,2,4,
11606692,0,1,1,2,4,
11607258,0,1,,7,4,
11607541,0,1,,7,10,
11607633,0,1,1,2,1,
11608250,0,1,,2,4,
11608350,0,1,,2,4,1
11608450,0,1,,2,4,
11608542,0,1,,2,4,
11608642,0,1,1,2,4,
11608726,0,1,1,2,4,
11609405,0,1,1,2,,1
11609733,0,1,,2,4,1
11609833,0,1,,7,7,
11609933,0,1,,2,4,1
11610033,0,1,,2,4,
11610525,0,1,,7,7,
11610907,0,1,,7,4,
11611312,0,1,1,2,10,
11611966,0,1,,7,4,
11612263,0,1,,2,4,1
11612452,0,1,,7,4,
11612528,0,1,,2,4,
11613100,0,1,,2,4,
11613123,0,1,,7,4,
11613215,0,1,,7,4,
11613345,0,1,,2,4,
11613910,0,1,1,2,4,
11613971,0,1,1,2,4,
11614091,0,1,1,2,1,
11614236,0,1,,,4,
11614328,0,1,1,2,1,
11614641,0,1,1,2,4,1
11615497,0,1,1,2,,1
11615679,0,1,1,2,10,1
11615907,0,1,1,2,1,1
11616052,0,1,1,2,4,1
11616296,0,2,,,7,
11616928,0,1,,7,4,1
11617051,0,1,1,2,10,1
11617274,0,1,1,2,,
11617374,0,1,,2,4,
11617797,0,1,1,2,10,
11618178,0,1,,2,4,
11618392,0,1,1,2,10,1
11618538,0,1,1,2,10,1
11618707,0,1,1,2,10,
11618914,0,1,1,2,10,1
11619306,0,1,,7,4,
11619789,0,1,1,2,4,
11619896,0,1,,2,4,
11620148,0,1,1,2,12,1
11620248,0,1,1,2,10,1
11620348,0,1,1,2,1,1
11620448,0,1,1,2,1,1
11620824,0,1,1,2,1,
11621075,0,1,1,2,4,1
11621190,0,1,1,2,1,
11621259,0,1,1,2,10,1
11621359,0,1,1,2,10,
11622007,0,1,1,2,10,
11622334,0,1,,2,1,1
11622851,0,1,,2,,
11622951,0,1,1,2,,1
11623497,0,1,1,2,,
11624097,0,1,1,2,1,1
11624197,0,1,1,2,1,1
11624297,0,1,1,2,1,
11624397,0,1,1,2,1,
11624535,0,1,1,2,1,1
11625514,0,1,,7,1,
11626067,0,1,1,2,10,
11626652,0,1,,2,4,
11626690,0,1,,2,4,
11626819,0,3,1,,1,
11627184,0,2,,,7,
11627638,0,1,1,2,4,
11627910,0,3,,,7,
11628679,0,1,,2,4,
11628808,0,1,1,2,4,1
11629990,0,4,,,4,
11630255,0,1,1,2,1,
11630772,0,1,1,2,1,
11630902,0,1,,7,1,
11631002,0,1,,7,1,
11631510,0,1,1,2,10,
11631594,0,1,1,2,12,1
11631694,0,1,1,2,10,1
11632386,0,1,1,2,7,
11632735,0,1,1,2,4,1
11632827,0,1,1,2,4,
11633094,0,1,,7,7,1
11633132,0,2,,,,
11633353,0,1,,2,4,
11633529,0,1,1,2,4,
11634017,0,1,1,2,4,
11634290,0,1,1,2,4,
11634928,0,1,1,2,4,
11635934,0,1,,2,10,1
11635957,0,1,,2,10,
11636103,0,1,1,2,10,1
11636226,0,1,,2,10,1
11636441,0,1,,2,1,1
11636702,0,1,,2,10,1
11636984,0,1,1,2,,1
11637282,0,1,1,2,10,
11637396,0,1,1,2,10,
11637519,0,1,1,2,10,1
11638429,0,1,,2,10,1
11638598,0,1,1,2,12,1
11638621,0,1,,2,10,1
11638905,0,1,1,2,10,1
11639335,0,1,1,2,10,1
11639619,0,1,,2,10,1
11639826,0,1,1,2,12,1
11639849,0,1,,2,,1
11639941,0,1,,2,10,1
11639964,0,1,1,2,10,1
11640010,0,1,1,2,,1
11640446,0,1,,2,1,1
11641110,0,1,,2,1,1
11641324,0,1,,2,,1
11642149,0,1,,2,1,1
11642518,0,1,1,2,10,
11642840,0,1,,,1,
11642917,0,1,,,1,
11643283,0,1,,2,10,1
11643352,0,1,,2,10,
11643790,0,1,,2,10,
11643890,0,1,1,2,4,
11643990,0,1,1,2,4,
11644259,0,1,,2,10,1
11644382,0,1,1,2,,1
11644674,0,1,1,2,12,1
11645376,0,1,1,2,,1
11645391,0,1,1,2,12,1
11646265,0,1,1,2,1,
11646644,0,3,,,4,
11646744,0,1,,2,4,
11646913,0,1,,2,4,
11647074,0,1,1,2,1,
11647458,0,1,1,2,10,1
11647604,0,1,,2,1,
11647773,0,1,,2,4,1
11647888,0,1,1,2,10,1
11647957,0,1,1,2,4,1
11648408,0,1,1,2,10,1
11648569,0,1,1,2,1,1
11648592,0,1,,2,1,
11649325,0,1,,2,4,
11650149,0,1,1,2,1,
11650295,0,1,,2,4,1
11650479,0,1,,2,1,
11650640,0,1,1,2,1,
11651214,0,1,1,2,1,1
11651352,0,1,,2,1,1
11651475,0,1,1,2,10,
11651696,0,1,1,2,10,
11652470,0,1,1,2,10,1
11652561,0,1,,2,4,
11653563,0,1,1,2,4,
11653663,0,1,1,2,1,
11653885,0,1,,7,7,
11654174,0,1,1,2,4,1
11654464,0,1,1,2,1,1
11654755,0,1,1,2,10,
11655015,0,1,1,2,,1
11656144,0,1,,2,,1
11656167,0,1,,2,10,1
11656466,0,1,1,2,10,1
11656489,0,1,,2,4,
11656719,0,1,1,2,10,1
11656742,0,1,1,2,10,1
11656834,0,1,1,2,1,1
11656934,0,1,,7,1,
11657206,0,1,1,2,1,
11657382,0,1,,7,4,
11657474,0,1,,2,1,
11657695,0,1,1,2,1,1
11658267,0,1,1,2,1,
11658290,0,1,,2,4,
11658488,0,1,,7,4,1
11658979,0,1,,2,4,
11659171,0,1,1,2,4,
11659340,0,1,1,2,4,1
11659463,0,1,,2,4,1
11659762,0,1,1,2,10,
11659977,0,1,1,2,10,1
11660307,0,,,,,
11660668,0,1,1,2,4,
11660768,0,1,,2,10,
11660791,0,1,1,2,4,1
11661120,0,1,1,2,10,
11661404,0,1,,2,10,1
11661848,0,1,,2,1,1
11662116,0,1,1,2,1,1
11662314,0,1,,7,4,
11662367,0,1,,2,4,
11662405,0,1,1,2,10,1
11662497,0,1,1,2,4,
11662811,0,1,,2,4,1
11662957,0,1,,2,1,1
11663095,0,1,,2,4,1
11663491,0,1,1,2,4,
11663606,0,1,,2,4,
11663675,0,1,,2,4,
11663821,0,1,1,2,,1
11663967,0,1,1,2,12,
11664150,0,1,,2,4,
11664211,0,1,,2,7,
11664234,0,1,,7,1,
11664280,0,1,,2,4,
11664357,0,1,,2,4,
11664771,0,1,,2,4,
11664985,0,1,1,2,10,1
11665361,0,1,,7,,
11666037,0,1,,2,4,
11666219,0,1,,2,10,1
11666418,0,1,,2,4,
11666487,0,1,,2,4,
11666602,0,1,,2,4,
11667215,0,1,1,2,12,1
11667637,0,1,1,2,4,
11667806,0,1,1,2,1,
11667906,0,1,1,2,10,
11667929,0,1,,2,1,1
11667998,0,1,1,2,10,1
11668021,0,1,1,2,10,
11668366,0,1,,2,4,1
11668443,0,1,,2,4,1
11668642,0,1,,7,7,
11668742,0,1,,2,4,
11668842,0,1,,7,4,
11668965,0,1,,7,4,
11669156,0,1,,7,7,
11669609,0,1,,2,10,1
11669678,0,,,,,
11670008,0,1,,2,10,
11670192,0,1,,2,10,1
11670613,0,1,,2,4,
11670728,0,1,1,2,4,
11670920,0,1,,2,4,
11671020,0,1,,2,4,
11671089,0,1,,2,1,
11671281,0,1,,2,4,1
11671527,0,1,,2,4,1
11671627,0,1,,2,1,
11671842,0,1,1,2,4,
11672695,0,1,,2,4,
11672854,0,1,,7,7,
11673155,0,1,1,2,4,
11673201,0,1,1,2,4,
11676208,0,1,,2,1,
11676308,0,1,,2,4,1
11676859,0,1,,7,4,
11677600,0,1,,7,7,
11677887,0,1,,7,7,
11678375,0,1,,7,7,
11678907,0,1,,2,1,
11679090,0,1,1,2,10,1
11679189,0,1,1,2,,
11679235,0,1,,2,1,
11679281,0,1,1,2,10,
11679478,0,1,1,2,10,
11679493,0,1,,2,4,
11679735,0,1,1,2,10,
11679842,0,1,,2,4,1
11680093,0,1,1,2,10,
11680725,0,1,1,2,4,1
11681691,0,1,1,2,10,
11682738,0,1,1,2,4,
11683112,0,1,1,2,,
11683188,0,1,,2,1,
11683863,0,1,1,2,1,
11684054,0,1,,7,4,
11684191,0,1,1,2,1,
11684747,0,1,,2,4,
11686010,0,1,,2,4,
11686033,0,1,,2,1,
11686803,0,1,,2,10,
11686910,0,1,1,2,1,1
11686956,0,1,1,2,10,1
11687201,0,1,,2,4,
11688224,0,1,,2,4,1
11688324,0,1,,2,1,
11688493,0,1,,2,10,
11688826,0,1,1,2,12,
11690591,0,1,,2,1,1
11690706,0,1,1,2,10,
11690790,0,1,,2,4,1
11690897,0,1,1,2,10,
11691272,0,1,,2,4,1
11691341,0,1,,2,4,1
11691364,0,1,,2,1,
11691809,0,1,,,,1
11691999,0,1,1,2,1,
11692022,0,1,1,2,4,
11692328,0,1,1,2,10,
11692950,0,1,1,2,1,1
11693072,0,4,,,7,
11693156,0,1,,,7,
11693271,0,1,,7,7,
11693691,0,2,,,7,
11693936,0,2,,,7,
11694043,0,1,,7,7,
11694411,0,4,,,7,
11694464,0,1,,7,7,
11694510,0,4,,,7,
11694571,0,1,,,7,
11694594,0,1,,7,7,
11694962,0,1,,7,7,
11695031,0,1,,7,7,
11695698,0,1,,7,7,
11696033,0,2,1,,7,
11696171,0,2,,,7,
11696386,0,1,,,7,
11696912,0,1,,7,7,
11697004,0,1,,7,7,
11697525,0,1,,7,7,
11697755,0,1,,7,7,
11697916,0,1,,7,7,
11698299,0,1,,2,4,1
11698345,0,1,,2,4,
11698591,0,1,,2,7,
11699233,0,1,,2,7,
11699379,0,1,,7,7,
11699671,0,1,,2,1,
11699794,0,1,,2,4,
11699917,0,1,,2,4,
11700017,0,1,,2,4,1
11700332,0,1,1,2,4,1
11700578,0,1,,7,4,
11700747,0,1,,2,4,1
11700870,0,1,,2,4,
11701460,0,,,7,,
11701612,0,1,,7,7,
11702041,0,1,,,7,
11702455,0,1,,7,7,
11702770,0,1,,,7,
11702816,0,1,,,7,
11702916,0,1,,7,7,
11703376,0,1,,,7,
11703491,0,2,,,7,
11703911,0,1,,7,7,
11704248,0,1,,7,7,
11704317,0,1,,,7,
11704462,0,1,,,7,
11704508,0,1,,7,7,
11704792,0,1,,,7,
11705120,0,1,,7,7,
11705724,0,4,,,7,
