zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount
11237840,3,4,3,2131,108802,34538346,-118108910,1978,212146
11238268,2,4,2,1707,6096,34547771,-118081332,1980,107143
11238491,3,3,3,1805,7112,34551514,-118081436,1981,97337
11238929,3,3,3,2036,9793,34556733,-118086598,1987,146078
11239275,2,3,2,1812,6664,34554849,-118096933,1990,156763
11239398,3,4,3,1901,8067,34555495,-118094630,1989,153690
11239521,2,3,2,1403,6128,34552181,-118095564,1994,167413
11239644,3,4,3,1861,7490,34551360,-118095249,1994,239000
11240448,3,4,3,3237,54378,34548160,-118139044,1981,287327
11242083,2,3,2,2364,111499,34496377,-118143391,1986,245111
11242128,3,3,3,1296,73476,34486910,-118155655,1981,230910
11242188,2,3,2,1632,109464,34492078,-118139299,1983,260739
11242577,0,0,,320,4819294,34461000,-118156000,1932,66045
11242592,6,4,6,4922,223142,34458822,-118158821,2003,652141
11242803,2,2,2,1152,159345,34460547,-118174261,1982,219470
11244352,1,2,1,1856,89972,34428864,-117884691,1988,162405
11244771,2,2,2,1787,21621,34468699,-117845274,1964,119878
11244974,3,3,3,2400,20481,34471455,-117843181,1979,261000
11247826,2,3,2,1300,39402,34619693,-117848997,1989,48326
11247864,2,3,2,1420,42420,34618820,-117851847,1988,100000
11248024,2,3,2,1134,40518,34630494,-117847221,1985,110000
11248602,2,3,2,1134,48953,34625820,-117839219,1984,107074
11248907,1,2,1,825,29308,34626375,-117823372,1960,32216
11249288,2,4,2,1384,29413,34618296,-117810241,1979,86499
11249463,2,4,2,1384,29509,34623398,-117820243,1979,71074
11249707,2,3,2,1493,28437,34602162,-117818992,1989,76505
11250057,2,3,2,1488,21770,34614125,-117814062,1986,70166
11250080,2,3,2,1294,21863,34610710,-117813303,1988,102000
11251123,2,3,2,1320,23620,34594975,-117842066,1986,129572
11251268,2,3,2,1134,21838,34597739,-117834490,1986,86646
11259676,2,4,2,1596,11750,34642408,-118226804,1971,227000
11259699,2,4,2,2014,10931,34642144,-118231004,1969,224934
11260164,1,2,1,1239,39095,34640749,-118209712,1957,130379
11260370,2,3,2,1536,29521,34636844,-118215182,1978,220625
11260416,1,2,1,1405,12471,34636219,-118209553,1953,116005
11260439,2,2,2,1672,30770,34635962,-118212327,2002,279010
11260485,3,4,3,2718,25284,34633238,-118213799,1982,315000
11260508,2,3,2,2284,12189,34631425,-118214393,1969,231512
11261396,2,3,2,1422,16678,34655257,-118223402,1956,146927
11261419,1,2,1,803,18788,34653429,-118222969,1948,91292
11261442,2,3,2,1081,17399,34653429,-118224491,1951,85278
11261511,3,4,3,1822,16830,34650598,-118223839,1956,86275
11261603,2,3,2,1324,12096,34646636,-118222290,1971,124872
11262014,2,3,2,1574,7534,34655452,-118221478,1989,147385
11262260,2,2,2,1575,6071,34653680,-118229000,1990,161536
11262848,3,3,3,2662,22144,34646110,-118214246,1990,418039
11263016,2,3,2,1488,25252,34652344,-118209731,1951,125559
11265251,2,3,2,1296,21093,34656110,-118184692,1965,128878
11265320,2,4,2,1846,20787,34657927,-118184451,1977,90301
11265889,4,5,4,3107,39977,34653315,-118181719,1988,454000
11265935,2,3,2,1134,12782,34658317,-118179833,1983,188500
11266304,3,4,3,2289,14248,34666337,-118209570,1979,174530
11266479,2,3,2,1845,27548,34668986,-118203218,1978,154469
11266616,1,3,1,1316,6744,34665077,-118192694,1970,92726
11266639,1,3,1,936,6559,34662879,-118191760,1972,58746
11266739,2,4,2,1178,6613,34663202,-118193615,1970,157330
11267408,2,3,2,1746,9845,34670829,-118215997,1991,179305
11267508,2,4,2,1885,9573,34670250,-118212914,1993,193655
11267990,3,5,3,4039,109171,34639415,-118172013,1989,434001
11268163,3,4,3,2179,49590,34645260,-118208640,1978,276188
11268977,3,3,3,2089,6686,34661032,-118185297,1988,240715
11269076,2,3,2,1143,297383,34664800,-118181000,1990,122000
11269343,3,2,3,2907,22058,34673294,-118177862,1968,280697
11269731,2,3,2,1152,6488,34663129,-118173339,1973,145000
11269890,2,3,2,1511,6836,34667218,-118184606,1978,121073
11269990,2,3,2,1569,8008,34665773,-118186784,1979,105582
11270113,2,3,2,2053,9276,34662214,-118188757,1980,232678
11270336,2,3,2,1657,9422,34666471,-118187302,1984,239695
11270436,3,2,3,1151,263762,34672000,-118185000,1999,92898
11270759,3,3,3,1913,6636,34663520,-118184443,1989,181296
11270882,2,3,2,1134,6800,34669486,-118179586,1987,157380
11270982,2,3,2,1491,7201,34661795,-118174982,1991,156659
11271211,3,4,3,2279,6140,34668405,-118188212,1989,266000
11271280,2,2,2,1033,7250,34668521,-118181082,1989,168000
11275080,3,4,3,1848,6366,34710519,-118163162,1994,125000
11275203,2,4,2,1791,5638,34711929,-118158365,2001,202200
11275349,2,3,2,1269,6557,34706194,-118159931,1964,40950
11275595,3,4,3,1638,9582,34718297,-118152573,1988,189500
11276118,2,3,2,1217,5517,34713752,-118160984,1993,118072
11276218,2,3,2,2220,5650,34713836,-118158043,2002,177211
11276717,2,3,2,1344,6399,34715410,-118148900,1957,87090
11276817,2,4,2,1408,6106,34713519,-118148868,1956,146000
11276917,2,4,2,1408,6069,34711411,-118149455,1956,56985
11277009,1,3,1,1089,6589,34708878,-118149714,1955,62429
11277078,1,3,1,1089,,34708148,-118150635,1955,99386
11277132,2,4,2,1287,5862,34711157,-118151703,1955,102028
11277232,2,3,2,1194,6780,34709200,-118155330,1955,92981
11277332,2,4,2,1188,6163,34707439,-118148947,1954,74998
11277493,2,3,2,1220,6247,34706022,-118155096,1955,74998
11277837,2,3,2,1421,10167,34697472,-118150073,1952,45843
11277960,1,3,1,1292,7501,34700047,-118154643,1953,110657
11278060,1,3,1,1048,7624,34702591,-118155300,1953,64258
11278321,2,4,2,1392,8264,34701859,-118160182,1955,129053
11278421,2,4,2,1430,7129,34700199,-118162427,1957,56259
11278620,2,3,2,1356,6623,34699232,-118162452,1986,165084
11278924,1,2,1,720,6818,34694533,-118150183,1953,72492
11279283,2,3,2,1240,7917,34690211,-118154199,1956,117858
11279375,1,3,1,997,7198,34695687,-118165849,1954,28509
11279498,2,2,2,1385,197487,34693361,-118167509,1982,88017
11279950,0,0,,4664,8253,34687336,-118154235,1980,25768
11280172,2,3,2,1334,6119,34683113,-118148235,1956,94510
11280195,2,4,2,1754,6135,34682676,-118150622,1956,68771
11280295,2,3,2,1219,6641,34681230,-118151217,1957,116363
11280410,2,4,2,1257,6732,34677572,-118148239,1955,87856
11280962,2,3,2,1431,7651,34688442,-118173489,1985,190097
11281085,2,4,2,1735,7203,34688303,-118176390,1989,176687
11281253,3,4,3,1876,10315,34686521,-118171599,1993,239000
11281616,2,3,2,1700,11375,34661899,-118161442,1965,191878
11281762,2,3,2,1669,9618,34663047,-118156950,1972,71956
11281885,3,2,3,1444,128273,34660900,-118158000,1979,136000
11282153,2,2,2,1213,6811,34665737,-118159206,1986,150735
11282367,2,3,2,1369,13445,34668326,-118118862,1942,106150
11282953,2,2,2,1363,54898,34653331,-118126315,1960,141345
11283179,3,4,3,1971,6704,34669577,-118114209,1989,187441
11283973,3,4,3,2398,13389,34679749,-118174969,1968,219471
11284096,3,3,3,1728,8908,34676707,-118173426,1964,158854
11284509,3,3,3,1828,6748,34680874,-118180663,1986,209095
11284812,2,3,2,1540,6105,34676799,-118144082,1956,156678
11284904,2,4,2,1806,7026,34681664,-118145885,1956,52377
11285127,2,4,2,1526,7144,34678419,-118141195,1956,49936
11285227,2,3,2,1793,7417,34676169,-118140138,1978,170000
11285357,2,3,2,1280,6836,34679157,-118136195,1969,151000
11285578,2,4,2,1937,7391,34678710,-118138490,1963,67065
11285768,2,4,2,1112,5953,34687237,-118144178,1953,121000
11286812,4,7,4,3185,8863,34694356,-118141467,1968,238875
11287593,1,3,1,983,6013,34709051,-118141758,1955,27485
11287862,1,3,1,1005,6220,34706496,-118144473,1953,44748
11288257,2,3,2,1304,5640,34717243,-118146607,1988,132596
11288357,2,4,2,1389,5938,34717821,-118141054,1990,138460
11289255,3,7,3,2800,7518,34697466,-118131115,1963,138578
11290511,3,5,3,2112,6146,34684130,-118118992,1976,173000
11290580,9,8,9,4468,11543,34677711,-118114092,1987,360000
11291347,2,4,2,1234,6947,34686812,-118127294,1953,56956
11291447,1,2,1,924,6047,34688277,-118125186,1952,82080
11291547,2,3,2,1176,7363,34684488,-118125719,1954,132596
11291800,2,4,2,1553,6210,34684236,-118123595,1983,151072
11291938,2,3,2,1260,6173,34691785,-118125341,1954,123500
11292068,1,3,1,1609,10368,34697424,-118121280,1957,62289
11292482,2,4,2,1453,6079,34698459,-118121779,1955,135000
11293965,2,3,2,1107,6587,34693672,-118117858,1957,69807
11294088,2,4,2,1657,7707,34691890,-118113030,1964,127873
11294211,2,3,2,1186,6758,34693283,-118117091,1957,78582
11294311,2,3,2,1440,6229,34691590,-118119619,1980,90326
11294534,2,3,2,1023,6665,34701808,-118116011,1983,117297
11294611,2,3,2,1422,9032,34701919,-118114828,1989,105531
11294734,3,3,3,1521,5607,34701519,-118119757,1986,165000
11294757,3,3,3,1661,10140,34700996,-118116365,1987,165000
11294879,2,4,2,1574,7741,34694817,-118109766,1973,135178
11295094,3,4,3,2043,7515,34691843,-118107541,1970,165790
11295194,2,4,2,1574,7147,34690003,-118103118,1972,163300
11295294,2,4,2,1360,7151,34696352,-118107008,1970,50135
11295417,2,2,2,1062,114708,34691500,-118102000,1991,52837
11295517,2,2,2,1062,167902,34692500,-118103000,1992,76074
11295863,2,4,2,1742,7853,34696275,-118099487,1987,178000
11295963,3,4,3,1899,6726,34693744,-118102463,1990,160862
11295986,2,3,2,1313,5559,34699905,-118110530,1988,150000
11296086,3,3,3,1717,8123,34697910,-118102475,1988,163095
11296186,3,3,3,1541,6722,34698168,-118100802,1988,152822
11296409,3,3,3,1835,5674,34702269,-118101646,1989,183500
11296509,3,4,3,1801,8164,34698627,-118107056,1989,171034
11296609,2,3,2,1316,6001,34693414,-118095229,1990,102854
11296693,3,4,3,1745,6254,34699085,-118104773,1990,185000
11296793,2,4,2,1685,9452,34698589,-118096769,1993,185827
11296988,3,3,3,1454,6867,34687417,-118110142,1989,125785
11298024,3,4,3,2163,7409,34677099,-118100575,1988,197000
11298539,2,3,2,1365,6385,34679494,-118101362,1987,133413
11298639,2,3,2,1225,6523,34686467,-118100827,1987,118138
11298846,2,3,2,1385,7193,34680313,-118096148,1991,156900
11299444,2,3,2,2588,287208,34699431,-118088856,1954,95020
11299616,3,3,3,2074,112257,34699523,-118049903,1986,215928
11299952,2,3,2,1405,6194,34695577,-118078169,1984,92899
11300173,2,3,2,1376,5909,34676475,-118077304,1987,89426
11300349,3,4,3,2328,6408,34678914,-118076263,1990,211848
11300610,3,4,3,1672,6193,34688681,-118084264,1987,154329
11301313,3,4,3,1679,7807,34691600,-118087216,1990,188583
11301436,3,4,3,1966,7097,34679781,-118081055,1989,179549
11301628,2,4,2,1487,6605,34678868,-118083650,1991,107400
11301728,2,3,2,1660,6896,34690794,-118091175,1995,183057
11304161,2,4,2,1755,6767,34695207,-118181357,1998,174889
11304341,2,3,2,1873,8235,34686237,-118184256,1980,177908
11304441,3,4,3,2520,6587,34688143,-118184366,1991,254995
11304541,2,3,2,1526,6580,34684136,-118195344,1989,176983
11304571,2,3,2,2472,9628,34688553,-118201417,1990,291000
11304732,2,3,2,1575,6658,34683359,-118185989,1985,172651
11305001,2,4,2,2071,8286,34678196,-118199176,1987,241000
11305101,2,3,2,1766,9748,34688194,-118189710,1987,159898
11305881,2,3,2,1491,6742,34691554,-118181452,1996,125643
11305981,3,4,3,2581,6560,34691043,-118178102,1991,266000
11308687,2,4,2,1752,57625,34715964,-118067541,1954,284145
11308968,2,3,2,1806,43824,34708724,-118071357,1985,198000
11311821,2,3,2,1389,7738,34672415,-118106724,1988,118139
11311921,2,4,2,1542,7569,34673341,-118108903,1989,129956
11312044,2,3,2,1358,6679,34670266,-118107277,1989,171000
11312274,2,3,2,1420,13771,34672493,-118072147,1991,122588
11312374,3,4,3,1756,6998,34668709,-118073893,1992,175640
11312574,2,4,2,1895,9534,34674431,-118070473,1994,204621
11316916,2,3,2,1380,6829,34687655,-118238784,1992,165800
11317039,2,4,2,1588,6909,34688282,-118239695,1992,214500
11317062,3,4,3,1942,9815,34687265,-118243891,1993,194674
11318914,3,5,3,2709,46052,34666199,-118221549,1985,284611
11318960,2,3,2,1616,54975,34662547,-118220393,1956,124928
11319416,3,3,3,2499,28631,34640987,-118235815,1994,290218
11319607,3,4,3,2170,9585,34656284,-118236788,1988,198327
11319806,3,4,3,3528,17114,34637831,-118246258,1989,417019
11320190,2,3,2,1809,9844,34653286,-118240068,1991,235721
11320313,3,3,3,2552,6697,34652023,-118247698,1990,263000
11320736,3,7,3,3101,10598,34648582,-118240365,1997,302019
11322758,3,3,3,3610,87270,34624290,-118289015,1989,594500
11323278,2,3,2,1996,119663,34591388,-118277981,1985,373000
11325354,2,2,2,1152,104289,34484050,-118185693,1984,269500
11325369,0,1,,439,45292,34488442,-118196305,1951,102421
11325535,4,6,4,2676,220031,34478243,-118172376,1976,474092
11325648,3,3,3,2482,53405,34466670,-118201806,1989,473184
11327038,2,4,2,2572,105852,34415900,-118394000,1928,476000
11327098,2,2,2,2767,54946,34489701,-118364301,1986,434247
11328208,3,3,3,2129,198991,34520985,-118301214,1978,443642
11328412,8,6,8,6183,222567,34510028,-118313657,1996,901655
11329646,2,3,2,1350,108865,34632115,-118336234,1962,66689
11331047,3,4,3,2670,436615,34503527,-118175911,1984,552192
11332314,0,0,,,108278,34708378,-118293662,1956,16260
11332664,1,1,1,1010,99411,34762455,-118274177,1948,87447
11334427,2,3,2,1452,7547,34661675,-118367016,1987,155036
11335980,1,1,1,585,5995,34617145,-118410401,1965,39711
11337018,1,3,1,1002,272872,34466364,-118421884,1953,471376
11337401,1,2,1,1283,14033,34446088,-118428022,1945,33203
11337439,1,1,1,776,7294,34442910,-118429105,1948,198079
11338108,3,3,3,2217,108868,34782372,-118282227,1986,211933
11338895,2,3,2,1084,4987,34661222,-118398708,1988,99625
11339357,1,2,1,914,1801454,34711287,-118414872,1921,119095
11340770,2,2,2,616,2806,34675400,-118440000,1932,43858
11341430,1,2,1,752,129733,34688623,-118479402,1916,26262
11342040,3,3,3,1490,284556,34453200,-118512000,1989,271828
11342278,1,2,1,870,31201,34444900,-118512000,1985,182147
11342447,3,3,3,1890,5296,34443804,-118516255,1979,271305
11342670,2,3,2,1890,4958,34447087,-118512552,1980,446000
11342693,3,4,3,2144,4993,34450131,-118512291,1981,258074
11343277,2,2,2,1006,7390,34454460,-118526820,1985,213222
11343646,3,2,3,1059,224819,34462800,-118534000,1988,145224
11343869,2,3,2,1116,6717,34466199,-118531201,1986,346000
11343969,3,5,3,2663,29246,34463804,-118531643,1991,467611
11344069,3,4,3,2010,8509,34455791,-118519517,1988,424058
11344430,3,4,3,2214,5668,34473695,-118529194,1988,293378
11344599,3,3,3,1450,4391,34472214,-118531230,1988,447000
11345014,3,4,3,2214,9391,34469767,-118528128,1988,351300
11345160,3,4,3,1701,10423,34455165,-118512679,1988,534549
11345260,3,4,3,2804,9716,34458751,-118515073,1991,672000
11345583,3,3,3,1344,84549,34460900,-118534000,1990,295724
11345652,2,4,2,2254,13361,34463580,-118511667,1998,581600
11345951,4,5,4,3766,7163,34462738,-118526468,1999,727077
11349562,1,3,1,1222,38651,34476407,-118678197,1940,238203
11349923,2,4,2,2243,86281,34467764,-118663854,1984,373612
11350099,3,4,3,2326,5505,34471253,-118643203,2000,535489
11357433,3,3,3,2555,108719,34760300,-118294518,1953,128583
11361492,2,4,2,1401,4987,34449358,-118657641,1988,305993
11361725,2,3,2,1285,5094,34448951,-118663070,1988,209368
11363103,2,3,2,1394,4974,34446087,-118649407,1989,217163
11365096,2,3,2,1806,108944,34796069,-118575098,1985,121479
11368067,1,2,1,720,98592,34764199,-117960628,1940,31730
11371196,3,3,3,2028,410271,34735844,-117819020,1984,188117
11374509,0,0,,400,222403,34716151,-117693844,1957,11400
11376957,0,1,,448,222828,34684078,-117771463,1958,17500
11388382,2,2,2,1426,6238,33985183,-118366414,1951,147016
11388528,2,3,2,1064,6598,33979235,-118368544,1944,59726
11388696,2,2,2,1434,5396,33978930,-118364873,1939,253484
11388842,1,2,1,1216,6174,33983238,-118363875,1948,540588
11389669,1,3,1,1448,5152,33985534,-118349540,1930,203033
11390435,3,5,3,1987,6748,33987783,-118338205,1926,236348
11390711,2,3,2,1367,5257,33985605,-118337856,1938,263133
11391034,2,3,2,1610,5713,33983814,-118338399,1924,194180
11391264,1,3,1,1197,6945,33986926,-118330902,1924,316834
11391509,1,2,1,948,4800,33986664,-118323862,1923,126198
11391877,2,2,2,1692,4800,33988622,-118317035,1925,37077
11392885,1,2,1,748,4795,33985200,-118320954,1924,177211
11393329,1,2,1,1040,4800,33980782,-118317490,1927,117613
11393544,4,3,4,1976,4803,33978756,-118319452,1924,417969
11393813,1,2,1,960,4799,33976821,-118322963,1928,102944
11393936,1,3,1,951,4802,33976833,-118319070,1923,268504
11394020,1,3,1,1346,4000,33976093,-118318564,1938,248283
11394104,1,3,1,964,5996,33975810,-118321024,1927,239327
11394127,2,3,2,1656,5997,33975532,-118321999,1926,262298
11394917,1,3,1,1388,6700,33967523,-118322714,1925,415000
11395155,1,2,1,1189,5639,33961351,-118325000,1940,206177
11395262,2,3,2,1710,6258,33962914,-118322721,1939,55847
11395431,2,4,2,1653,5187,33965961,-118318810,1937,57266
11395546,1,3,1,1267,5453,33965314,-118317161,1937,204815
11395684,2,3,2,1973,5057,33962528,-118320714,1958,329101
11395914,1,3,1,1303,6763,33962048,-118333136,1940,79947
11396006,3,3,3,2172,6997,33963332,-118331425,1940,421069
11396052,2,3,2,2100,6847,33965153,-118330601,1939,104078
11396342,2,3,2,1419,5963,33965697,-118326840,1938,155934
11396534,2,3,2,1858,5499,33969393,-118325846,1932,329926
11396840,3,3,3,2238,6767,33972956,-118330944,1941,317336
11396924,2,3,2,1115,6294,33970563,-118331104,1925,67899
11397039,2,3,2,1886,5753,33968363,-118333299,1940,58497
11397131,2,3,2,1311,6225,33972845,-118333599,1950,199270
11397146,1,3,1,1735,4800,33981517,-118335554,1922,386647
11397276,2,2,2,1026,4835,33978685,-118334943,1923,278691
11397367,1,2,1,1108,4806,33975472,-118336908,1922,145121
11397390,3,4,3,1992,7645,33976475,-118336460,1926,51949
11397528,1,2,1,976,4929,33980578,-118337724,1922,277159
11397628,2,3,2,1413,5003,33980540,-118341622,1923,153974
11397797,2,4,2,1725,5481,33977639,-118339919,1960,343061
11398250,2,3,2,1652,6606,33979459,-118348566,1923,102224
11398403,2,3,2,1200,7501,33978116,-118353079,1923,161567
11398579,1,1,1,564,2687,33976037,-118345093,1921,101731
11398648,1,2,1,639,4468,33975387,-118348760,1921,154567
11398801,1,2,1,768,7511,33977599,-118349734,1922,109403
11399182,2,3,2,1292,8603,33970640,-118351430,1888,213838
11400814,3,2,3,824,24977,33953332,-118360541,1986,146262
11400944,2,2,2,1003,,33954182,-118358705,1968,80022
11401120,2,2,2,869,50028,33972900,-118367000,1964,113867
11401235,2,2,2,973,25378,33973100,-118366000,1971,131503
11401403,3,6,3,3082,12236,33970773,-118368684,1954,289943
11401563,2,2,2,1034,19027,33969800,-118367000,1990,152060
11401662,2,3,2,1072,7800,33971400,-118364000,1989,168386
11401792,2,2,2,1031,65860,33969000,-118364000,1983,113729
11402232,2,1,2,665,84404,33963900,-118366000,1972,128000
11402468,2,3,2,1724,8850,33959060,-118364972,1923,644813
11402797,2,3,2,1654,5371,33987683,-118351553,1930,373818
11403104,2,2,2,1683,9074,33987810,-118356252,1952,420551
11403173,2,3,2,1350,6294,33984636,-118355818,1929,72740
11403326,2,4,2,2244,7093,33984597,-118360177,1949,718000
11403994,2,2,2,954,22912,33958714,-118355125,1985,144170
11404047,2,3,2,1992,6744,33964195,-118345777,1954,398000
11404100,3,3,3,1640,6748,33962922,-118345609,1941,248521
11404628,2,2,2,1258,76012,33959300,-118348000,1989,210043
11404728,1,1,1,701,60893,33960000,-118347000,1989,118000
11404956,1,2,1,861,10000,33954800,-118350000,1958,77546
11405040,2,2,2,943,21243,33956400,-118350000,1965,87090
11405101,2,2,2,1109,35076,33957200,-118348000,1961,132398
11405988,3,3,3,1538,24967,33953700,-118358000,1991,233557
11406101,1,2,1,960,6573,33953827,-118354390,1914,142920
11406721,2,3,2,2072,6261,33947401,-118359599,1948,373758
11407203,4,5,4,3272,9699,33953656,-118348697,1909,411969
11407468,1,1,1,824,3103,33949258,-118350582,1924,263300
11407521,1,2,1,680,3920,33949542,-118352590,1925,216906
